"","UserID","Gender","Casino_max_stakes","Casino_mean_bets","Casino_mean_Stakes","Casino_mean_Winnings","Casino_Recency_bet","Continent"
"1",1324360,1,4,4,4,2,0,"Asia"
"2",1324363,1,104,46.33,78,60.5,0,"Europe"
"3",1324368,1,364.5,163.5,231.75,212.75,0,"Europe"
"4",1324369,1,618,120.6,152,148.4,0,"Asia"
"5",1324372,1,2,12,2,2,0,"Europe"
"6",1324377,1,15,2,15,4,0,"Europe"
"7",1324379,1,0.45,1,0.45,0,0,"Europe"
"8",1324383,1,3334,42,1382.38,1223.12,0,"Europe"
"9",1324386,1,158,31.7,37.37,33.18,0,"Europe"
"10",1324400,1,83.94,334.75,52.81,43.58,0,"Europe"
"11",1324405,1,1.4,8.67,0.87,0.47,0,"Europe"
"12",1324408,1,1862.44,86.36,286.5,258.09,151,"Europe"
"13",1324432,1,1,1,1,0,0,"Asia"
"14",1324466,1,101,34,37.62,33.25,0,"Europe"
"15",1324492,0,22.5,24,22.5,17.5,0,"Europe"
"16",1324495,1,90,5.5,82.5,56.25,0,"Europe"
"17",1324503,1,2191,25.29,403.45,388.29,0,"Europe"
"18",1324509,1,234.5,221,234.5,205.5,0,"Europe"
"19",1324527,1,53.75,9,53.75,53.78,0,"Asia"
"20",1324533,1,67,20,21.2,17.1,0,"Europe"
"21",1324537,1,387,94.8,148.8,137.1,0,"Europe"
"22",1324540,0,36,15,36,23,0,"Europe"
"23",1324583,0,7,7,7,1,0,"Europe"
"24",1324586,1,144,102,144,122,0,"Europe"
"25",1324591,1,119,22.9,36.7,34.4,0,"Asia"
"26",1324607,0,23731,673.5,18689.25,18053,0,"Asia"
"27",1324615,1,880,119.5,300.25,259,0,"Europe"
"28",1324624,1,230,23.67,89.25,73.92,0,"Europe"
"29",1324625,1,84,17,84,54,0,"Europe"
"30",1324651,1,77,12,77,47.5,0,"Europe"
"31",1324675,1,1469,15,597.8,555,0,"Europe"
"32",1324713,0,11,11,11,11.5,0,"Europe"
"33",1324739,1,24.75,13,24.75,15.7,0,"Europe"
"34",1324749,1,1310,32.78,242.5,244.72,0,"Europe"
"35",1324752,1,16359.81,596.75,5041.99,4667.99,0,"Europe"
"36",1324786,1,8.25,33,8.25,8.25,0,"Europe"
"37",1324808,1,14,26,7,4.62,0,"Europe"
"38",1324840,1,5030,66.8,871.48,847.02,0,"Europe"
"39",1324844,1,201,201,201,184.5,0,"Asia"
"40",1324850,1,278.5,3,188.88,173.51,0,"Europe"
"41",1324851,1,250,100,142.5,140,0,"Europe"
"42",1324858,1,575,1,347.5,258,0,"Europe"
"43",1324883,1,40,37.2,23,9.4,0,"Europe"
"44",1324888,1,239,33,50.88,46.04,0,"Europe"
"45",1324890,0,89.1,145.33,60.78,46.8,0,"Europe"
"46",1324935,1,8372,47.3,1079.52,1045.93,0,"Asia"
"47",1325002,1,180,45,94.5,83,0,"Europe"
"48",1325011,1,40,2,40,34,0,"Europe"
"49",1325025,1,33.5,30,33.5,19,0,"Asia"
"50",1325027,0,398,83.67,229.83,214.35,0,"Europe"
"51",1325029,0,1012,104,516,492.5,0,"Europe"
"52",1325045,0,757,9,757,726,0,"Europe"
"53",1325062,1,81.5,21,81.5,54.5,0,"Asia"
"54",1325080,0,149,9.58,46.67,40.71,0,"Europe"
"55",1325103,1,85,38.2,39.4,31,0,"Europe"
"56",1325106,1,7,2.5,5,2.5,0,"Europe"
"57",1325144,1,14,2,14,10,0,"Americas"
"58",1325148,1,13,4,13,0,0,"Europe"
"59",1325158,1,5241.5,273,3138.25,3334.5,0,"Europe"
"60",1325159,1,34,20.5,20.5,17.83,0,"Asia"
"61",1325161,0,397,6.46,100.38,99.12,70,"Europe"
"62",1325165,1,6612.33,328.32,909.43,833.82,0,"Europe"
"63",1325170,1,12.5,3,12.5,0,0,"Europe"
"64",1325187,1,57.25,4.25,26.06,20.18,48,"Europe"
"65",1325189,1,7765.4,40.06,802,732.4,97,"Europe"
"66",1325190,1,20,10,13.33,9,0,"Europe"
"67",1325215,0,348,132.5,178.5,172.5,0,"Europe"
"68",1325218,1,8,4.5,6.5,3,0,"Europe"
"69",1325237,1,145,19.42,48.5,46.25,0,"Europe"
"70",1325253,1,302.5,60.75,127.12,127.25,0,"Asia"
"71",1325257,0,15,3,15,30,0,"Europe"
"72",1325273,1,81.08,19,48.66,105.92,0,"Europe"
"73",1325301,1,11,7.75,6.31,4.44,0,"Asia"
"74",1325313,1,8452,233.89,3253.11,3119.44,0,"Europe"
"75",1325318,1,9617,58.77,953.41,923.14,0,"Europe"
"76",1325333,0,10,2,10,0,0,"Europe"
"77",1325337,0,80,4.05,36.27,28.16,80,"Europe"
"78",1325345,1,31,12,21.67,12.67,0,"Europe"
"79",1325353,1,167.25,4.17,79.79,74.25,0,"Europe"
"80",1325367,1,1098.97,1317.55,294.7,277.63,0,"Asia"
"81",1325381,0,8402.04,57.75,926.49,874.09,9,"Europe"
"82",1325386,1,4299.5,107.2,1298.3,1201,0,"Europe"
"83",1325427,1,288.5,177,235.17,213,0,"Europe"
"84",1325431,1,5,3,5,6,0,"Europe"
"85",1325433,0,9519.63,438.75,3432.95,3500.9,0,"Europe"
"86",1325452,1,47,47,47,37,0,"Europe"
"87",1325453,1,429.95,7.5,388.48,342.39,0,"Europe"
"88",1325465,1,23288.83,178.15,6494.24,6368.13,218,"Europe"
"89",1325472,1,67,39,67,53,0,"Europe"
"90",1325478,1,445.75,5,445.75,399,0,"Europe"
"91",1325490,1,2,2,2,0,0,"Asia"
"92",1325492,1,13810.59,1197.02,5110.9,4294.58,17,"Europe"
"93",1325496,1,102.5,14,102.5,90,0,"Europe"
"94",1325505,1,584,80.67,214,203,0,"Europe"
"95",1325527,0,409,78.4,334.25,283.85,0,"Europe"
"96",1325542,1,283,1.33,98.75,65.1,0,"Europe"
"97",1325561,1,3,3,3,0,0,"Europe"
"98",1325569,1,6,6,6,2,0,"Europe"
"99",1325590,1,2590.94,179,2590.94,2390.94,22,"Europe"
"100",1325601,1,259,45,259,240.5,240,"Europe"
"101",1325610,1,6930,8.5,3602.5,2817.5,0,"Europe"
"102",1325628,1,54,38,52.5,40.25,0,"Europe"
"103",1325647,1,187.5,25,85.5,55.33,0,"Europe"
"104",1325654,1,3.25,3,3.25,4,0,"Europe"
"105",1325655,1,1188.5,17.33,583.5,545.33,45,"Europe"
"106",1325664,1,119.5,3.59,45,35.92,0,"Europe"
"107",1325666,1,15,1,15,12,0,"Europe"
"108",1325671,1,5524.5,3,5524.5,4800,0,"Europe"
"109",1325682,1,136830,364.26,17025.37,17090.51,0,"Europe"
"110",1325694,1,2,2,2,2.5,0,"Asia"
"111",1325702,1,112,2,112,112,0,"Europe"
"112",1325740,1,3271,34.04,401.55,372.29,0,"Europe"
"113",1325743,1,11019,522.83,4052.91,3998.5,93,"Europe"
"114",1325750,1,185,15,115,129,0,"Europe"
"115",1325773,1,523,38,74.59,74.09,0,"Europe"
"116",1325786,1,290,43,160.5,148.4,0,"Europe"
"117",1325812,1,153,39.5,45.25,46.12,0,"Europe"
"118",1325816,1,194.5,97,194.5,181.25,0,"Europe"
"119",1325824,1,8743,358.43,1574.88,1505.48,0,"Europe"
"120",1325832,1,234,55,234,181,0,"Europe"
"121",1325834,1,3556,7.12,731.6,713.82,0,"Europe"
"122",1325835,0,198,6,99,79,0,"Europe"
"123",1325854,1,1324,139.63,186.67,171.63,0,"Europe"
"124",1325864,1,3,3,3,0,0,"Europe"
"125",1325867,1,437.5,84,202.5,170.2,0,"Europe"
"126",1325899,1,1128,5,278.74,251.66,0,"Europe"
"127",1325925,1,1295,286,874.12,838,0,"Europe"
"128",1325927,1,17,1,17,12,0,"Europe"
"129",1325944,1,667.75,79.33,321.58,285.42,0,"Europe"
"130",1325960,1,49,48,49,43,0,"Europe"
"131",1325979,1,555.5,243,555.5,555.5,0,"Europe"
"132",1325994,0,13,10.5,12.5,13.5,0,"Asia"
"133",1326000,1,6109.59,7,6109.59,6032.7,0,"Europe"
"134",1326008,1,649,52.5,470.25,523.5,53,"Europe"
"135",1326014,1,119.5,74,119.5,100.5,225,"Europe"
"136",1326034,1,4.5,7,4.5,1.5,0,"Europe"
"137",1326037,1,4597.18,19.7,684.19,633.74,112,"Europe"
"138",1326044,1,587,81.75,182.25,157.5,0,"Europe"
"139",1326059,1,12,12,12,2,0,"Asia"
"140",1326069,1,738,5.44,190.45,180.02,0,"Europe"
"141",1326085,1,272.5,78.7,86.7,80.25,0,"Europe"
"142",1326086,1,14,16,11.25,6.25,0,"Europe"
"143",1326092,1,12,1,12,0,0,"Europe"
"144",1326124,1,141.5,25.8,34.85,30.75,0,"Europe"
"145",1326134,1,1,1,1,0,0,"Europe"
"146",1326138,1,50,8,44.67,14.67,0,"Europe"
"147",1326147,1,95,1.25,30.25,33,0,"Europe"
"148",1326156,1,35,4,35,20,0,"Europe"
"149",1326167,1,34.29,105,34.29,18.36,0,"Asia"
"150",1326180,1,86.85,6,56.92,43.12,0,"Europe"
"151",1326199,0,310,30,178,146.25,0,"Europe"
"152",1326202,1,40,2,25,27,0,"Europe"
"153",1326203,1,118.25,6,85.62,62.75,0,"Europe"
"154",1326224,1,3562.27,3.14,499.48,508.38,0,"Europe"
"155",1326245,1,103.8,32,103.8,171.25,0,"Europe"
"156",1326250,1,1198.58,207.36,339.96,324.96,0,"Europe"
"157",1326280,1,41.75,154,41.75,44.25,0,"Europe"
"158",1326286,1,67,40,67,67.5,0,"Europe"
"159",1326296,1,501.58,795.42,175.81,173.39,0,"Europe"
"160",1326307,1,37750,92.67,7221.76,6981.26,1,"Europe"
"161",1326311,1,2387,28.43,406.01,376.41,18,"Europe"
"162",1326312,1,2513.5,30.67,859.92,779.92,0,"Europe"
"163",1326323,1,68.5,37,37.75,31.5,0,"Europe"
"164",1326325,1,1250.5,175.53,579.9,564.83,204,"Europe"
"165",1326369,1,1335,4.58,172.52,183.67,0,"Europe"
"166",1326370,1,2,1,2,0,0,"Europe"
"167",1326378,1,425,11.33,241,177.83,0,"Europe"
"168",1326414,1,430,84,87.77,86.32,0,"Europe"
"169",1326426,1,137,4,137,92,0,"Europe"
"170",1326432,1,0,1,0,0,0,"Europe"
"171",1326442,1,12,2,12,2.5,0,"Europe"
"172",1326452,1,247,21,247,268,0,"Europe"
"173",1326456,1,25755,269.5,14273,13410,240,"Europe"
"174",1326511,1,8715.74,576.52,617.06,575.66,0,"Europe"
"175",1326533,1,257.16,2.33,58.21,42.03,0,"Europe"
"176",1326535,1,33.5,16.5,17.25,9.75,0,"Europe"
"177",1326542,1,185,10.5,73,51.88,0,"Europe"
"178",1326552,1,397,126,159.4,152.6,0,"Europe"
"179",1326582,1,2794.65,5,2794.65,2651.15,0,"Europe"
"180",1326592,1,3376.31,34.4,1077.04,1047.04,0,"Europe"
"181",1326597,1,145,23,120.5,70.5,0,"Europe"
"182",1326611,1,23.5,20,23.5,16.5,0,"Asia"
"183",1326623,1,34,20,34,34,0,"Europe"
"184",1326629,1,99,2.62,25.25,20.75,0,"Europe"
"185",1326709,1,9.75,25.5,6.38,3.38,0,"Europe"
"186",1326731,1,97.25,20.83,20.75,17.6,0,"Asia"
"187",1326735,1,35,25,35,21.25,0,"Europe"
"188",1326749,1,2051,196.25,982,941.88,0,"Europe"
"189",1326757,1,14,11,14,4,0,"Europe"
"190",1326762,1,2672.25,350.2,1222,1165.15,171,"Europe"
"191",1326773,1,257,78.25,92.5,94.75,0,"Europe"
"192",1326780,1,1166,117.38,113.11,106.42,0,"Europe"
"193",1326806,1,25473,910.07,6643.82,6491.18,0,"Europe"
"194",1326838,1,750,37,334,224,0,"Europe"
"195",1326855,1,1.75,6,1.75,0.75,0,"Europe"
"196",1326856,1,60,11,60,40,0,"Europe"
"197",1326858,1,0,1,0,0,0,"Europe"
"198",1326861,1,2472.3,587,1072.3,1023.15,0,"Europe"
"199",1326872,1,1055,17,299.43,233.79,0,"Africa"
"200",1326873,1,27,26,27,14,0,"Europe"
"201",1326882,1,382,20,382,354,188,"Europe"
"202",1326915,1,2277.5,245.5,775.04,746.29,77,"Europe"
"203",1326917,1,111,59,72.5,77.25,0,"Europe"
"204",1326919,1,11.61,34.5,8.3,3.31,0,"Asia"
"205",1326921,0,12.25,6,4.31,2.31,0,"Europe"
"206",1326922,1,25,3.75,15,12.5,0,"Europe"
"207",1326931,1,133,3.57,43.93,38.79,0,"Europe"
"208",1326932,1,1162.5,58.58,190.18,186.79,0,"Europe"
"209",1326954,1,291,45,265.5,256,0,"Asia"
"210",1326959,1,2146,21.88,448.97,347.27,41,"Europe"
"211",1326986,0,2512.54,1391.14,976.28,884.28,0,"Asia"
"212",1326990,1,17,13,17,6,0,"Europe"
"213",1326991,1,10,1.5,7.5,0,0,"Asia"
"214",1327001,1,88.5,71.2,46.7,39.75,0,"Europe"
"215",1327005,1,318.3,180.2,114.36,103.38,0,"Europe"
"216",1327009,1,259,1.53,21.8,21.47,0,"Europe"
"217",1327015,1,934,3.94,140.44,142.22,0,"Europe"
"218",1327019,1,6,1.67,3.75,0.67,0,"Europe"
"219",1327027,1,16515.45,526.17,4296.28,4212.42,157,"Europe"
"220",1327038,1,47,7.5,26.5,16,0,"Europe"
"221",1327053,1,22,23,22,13,0,"Europe"
"222",1327063,1,81.45,2.8,27.69,29.69,0,"Europe"
"223",1327070,1,38,11,23.25,15.75,0,"Europe"
"224",1327083,1,199.5,1.83,66.79,66.12,0,"Europe"
"225",1327091,1,9,7.5,7.5,4,0,"Europe"
"226",1327092,1,80,43.5,78.5,41,0,"Europe"
"227",1327095,1,2,1,1.67,0,0,"Europe"
"228",1327104,0,13274.55,85.86,1179.31,1174.25,44,"Europe"
"229",1327141,1,6500,78.07,1179.31,1046.64,0,"Europe"
"230",1327176,1,26,2.6,4.9,2.2,0,"Europe"
"231",1327179,1,4518,4.7,512.62,504.17,0,"Europe"
"232",1327181,1,159.5,14.2,55.15,47.95,0,"Europe"
"233",1327214,1,80,29.33,29.33,25.92,0,"Asia"
"234",1327234,1,0,2,0,0,0,"Europe"
"235",1327236,0,102.25,182,102.25,93.25,0,"Asia"
"236",1327238,1,472,82.67,232,217.67,0,"Asia"
"237",1327241,1,59.4,5,59.4,38.71,0,"Asia"
"238",1327253,1,11.15,2,11.15,4.45,0,"Europe"
"239",1327257,1,270,11.5,160,110,115,"Europe"
"240",1327258,1,3043,206.08,619.63,606.85,0,"Europe"
"241",1327274,1,4,4,4,0,0,"Asia"
"242",1327281,1,58.5,37,58.5,42,0,"Europe"
"243",1327307,1,1191.5,182.39,215.83,204.36,0,"Asia"
"244",1327343,1,0,1,0,0,0,"Europe"
"245",1327370,1,311,13.95,113.76,110.41,0,"Asia"
"246",1327378,1,2036,83.8,704.96,660.59,87,"Europe"
"247",1327382,1,26,6,26,20,0,"Europe"
"248",1327398,1,831.5,72.62,177.53,174.92,0,"Europe"
"249",1327415,1,74,46,57,57.75,0,"Europe"
"250",1327419,1,151,40,151,127.5,0,"Europe"
"251",1327433,1,916.82,460.81,202.27,189.93,0,"Europe"
"252",1327443,1,38350,853.5,16011.25,15702.92,0,"Europe"
"253",1327447,1,11,1.75,9,5,0,"Europe"
"254",1327465,1,5,1,5,0,0,"Asia"
"255",1327474,1,62,1.5,31.5,21,0,"Europe"
"256",1327489,1,257,21.94,129.5,119.69,10,"Europe"
"257",1327497,1,478,3,257,240,0,"Europe"
"258",1327498,1,5972,167.3,1346.3,1102.1,96,"Europe"
"259",1327506,1,192.25,92.5,105.62,94.12,0,"Europe"
"260",1327530,0,40,33,37.75,29.5,0,"Europe"
"261",1327535,1,49.78,119.5,31.64,25.02,0,"Europe"
"262",1327537,1,119,12.12,36.53,32.97,0,"Europe"
"263",1327567,1,77.5,68,77.5,71,0,"Asia"
"264",1327581,1,0,4,0,0,0,"Europe"
"265",1327583,1,12210,18.4,2382.9,2491.53,101,"Europe"
"266",1327608,1,50,8,50,32,0,"Asia"
"267",1327613,1,20,10,20,0,0,"Europe"
"268",1327614,1,156.5,88,156.5,116.5,0,"Europe"
"269",1327618,1,1318.5,89,366.88,381.75,0,"Europe"
"270",1327627,0,53.96,47,53.96,62.56,0,"Europe"
"271",1327657,1,68415.5,929,68415.5,67250,54,"Europe"
"272",1327664,1,538.75,183.75,298.25,253,0,"Asia"
"273",1327667,1,214,18,112,129.75,0,"Europe"
"274",1327670,1,54.25,49.67,19.55,10.58,0,"Europe"
"275",1327688,1,37,37,37,28,0,"Asia"
"276",1327693,1,591.5,457,582.75,538,0,"Europe"
"277",1327699,1,7717,222.92,2839.33,2781.71,0,"Europe"
"278",1327700,1,1840,137.5,456.65,409.45,0,"Europe"
"279",1327704,1,317,76.94,87.56,86.09,0,"Europe"
"280",1327707,1,86,1.75,35,35.62,0,"Europe"
"281",1327709,1,5035.5,479.73,1016.05,995.83,0,"Europe"
"282",1327714,1,2642.5,116.57,598.59,579.34,54,"Europe"
"283",1327717,1,21,9,21,11,0,"Europe"
"284",1327729,1,129.49,309.44,51.15,45.6,0,"Europe"
"285",1327737,0,8,14,4,3.25,0,"Europe"
"286",1327740,1,153,64.86,65,59.93,0,"Asia"
"287",1327743,1,5729.25,142,1703.31,1649.78,212,"Europe"
"288",1327749,1,6,2,6,0,0,"Asia"
"289",1327752,1,1349,95.33,451.33,451.33,0,"Asia"
"290",1327753,1,271,33.67,102,88.83,21,"Europe"
"291",1327755,1,53,12.14,17.57,13.71,0,"Europe"
"292",1327771,1,4853.22,24.9,636.16,597.97,171,"Europe"
"293",1327790,1,84.25,212,84.25,74.25,0,"Europe"
"294",1327800,1,710,82,400.32,325.32,0,"Europe"
"295",1327816,1,398,69,239.67,202.83,0,"Europe"
"296",1327820,1,23.5,40,23.5,13.5,0,"Europe"
"297",1327853,1,790.2,171.5,228.99,217.24,0,"Europe"
"298",1327868,1,22,10,22,2,0,"Europe"
"299",1327872,1,552.19,103,552.19,406.2,210,"Europe"
"300",1327876,1,24905,181,2078.93,2034.07,0,"Europe"
"301",1327888,1,12.5,13,12.5,7.5,0,"Europe"
"302",1327893,1,90.5,63,90.5,85.5,0,"Europe"
"303",1327895,1,756,60.8,281.4,255.8,0,"Europe"
"304",1327900,0,873.75,1.71,212.11,193.48,0,"Europe"
"305",1327912,0,3301.92,234.26,477.14,415.51,2,"Europe"
"306",1327917,0,10,10,10,6,0,"Europe"
"307",1327922,1,4.25,93.58,2.79,2.7,200,"Europe"
"308",1327929,1,293.25,15.33,149.42,125.25,101,"Europe"
"309",1327936,0,6535,199.75,1550.94,1482.46,0,"Europe"
"310",1327950,1,810.5,2.67,559.83,565.5,0,"Europe"
"311",1327951,1,459,32.67,282.92,272.58,0,"Europe"
"312",1327959,1,12.5,35,12.5,8.5,0,"Europe"
"313",1327968,1,959,218,481.75,460.12,0,"Europe"
"314",1327985,1,116,2,116,36,0,"Europe"
"315",1328005,1,8,8,8,3,0,"Europe"
"316",1328006,1,102,56,68.33,62.33,0,"Europe"
"317",1328015,1,229,45.18,58.85,56.39,0,"Europe"
"318",1328028,1,339.5,3.5,213.75,183,0,"Europe"
"319",1328036,1,963,863,963,931,0,"Europe"
"320",1328039,1,1435,115,1435,1307.5,0,"Europe"
"321",1328058,1,566,48.18,98.68,93.06,0,"Asia"
"322",1328060,1,113,113,113,75.5,0,"Europe"
"323",1328080,1,67,67,67,55.5,0,"Asia"
"324",1328111,1,1549.25,1584,840.5,728.59,0,"Europe"
"325",1328112,1,312,40.4,127,131,0,"Europe"
"326",1328130,1,4.75,7,4.75,0.75,0,"Europe"
"327",1328144,1,1.5,3,1.5,1,0,"Europe"
"328",1328151,0,4,1.8,0.4,0,0,"Europe"
"329",1328181,1,61,10.33,29,23.67,0,"Europe"
"330",1328213,1,20383.25,9.65,4507.98,4370.38,0,"Europe"
"331",1328222,1,1311,31.17,359.61,348,3,"Europe"
"332",1328223,1,3,1,3,0,0,"Europe"
"333",1328231,1,1331.5,392,732.25,689.75,0,"Asia"
"334",1328248,0,1231,37,697.5,613.75,0,"Europe"
"335",1328284,1,6,6,6,4,0,"Europe"
"336",1328285,1,50.93,41,50.93,31.93,0,"Europe"
"337",1328302,1,2,2,2,0,0,"Asia"
"338",1328322,0,633.52,789.33,218.15,194.81,0,"Europe"
"339",1328337,1,30.36,163.5,17.03,8.54,0,"Europe"
"340",1328342,0,153,203,153,132,0,"Europe"
"341",1328354,1,5,2.5,3,0,0,"Europe"
"342",1328368,1,0,7,0,0,0,"Europe"
"343",1328386,1,165,15,165,120,0,"Europe"
"344",1328416,1,194,21.5,98.5,88.75,0,"Europe"
"345",1328419,1,55,26.83,32.88,31.21,0,"Europe"
"346",1328481,1,577,54,185.14,172.29,0,"Europe"
"347",1328505,1,182,1.8,41.75,37.26,0,"Europe"
"348",1328511,1,21,7.25,7.25,5,0,"Asia"
"349",1328522,1,28,22,20.75,17.08,0,"Europe"
"350",1328524,1,161,81.75,92.5,88.5,0,"Americas"
"351",1328527,1,85,2,28.33,26.17,0,"Europe"
"352",1328534,1,7507.5,226.93,1044.16,1021.78,1,"Europe"
"353",1328537,1,10,2,10,0,0,"Europe"
"354",1328592,1,119.5,140.75,52.5,44.99,0,"Asia"
"355",1328636,1,2423,308.5,2051.5,2010.25,0,"Europe"
"356",1328639,1,27794,210.33,3506.34,3445.28,0,"Europe"
"357",1328660,0,332.69,5,332.69,258.79,0,"Europe"
"358",1328683,1,89,89,89,79.5,0,"Europe"
"359",1328686,1,854.5,33.75,251.12,225.29,0,"Europe"
"360",1328704,1,558,14.8,209.2,208.1,0,"Asia"
"361",1328729,1,12894,4.33,2038.92,2071.79,0,"Europe"
"362",1328736,1,6931,119.4,1871.1,1758.3,0,"Europe"
"363",1328766,1,434.45,10,87.91,102.85,2,"Europe"
"364",1328771,1,305,38.5,260.5,227.25,0,"Europe"
"365",1328775,1,2,2,2,2.5,0,"Europe"
"366",1328805,1,56,2,31,24.67,0,"Europe"
"367",1328813,1,727.5,3.45,351.86,354.95,0,"Europe"
"368",1328838,1,14004,134.59,2256.5,2161.49,1,"Europe"
"369",1328842,1,28915,3.13,4391.6,4167.2,0,"Europe"
"370",1328848,1,2543.25,39.5,2365.25,2245.5,239,"Europe"
"371",1328850,1,975,81.46,263.88,275.65,0,"Asia"
"372",1328855,1,585,87.57,169.57,162.71,0,"Europe"
"373",1328856,0,174,12,174,159,35,"Europe"
"374",1328877,1,0,13,0,0,0,"Europe"
"375",1328913,1,296,36,225.95,166.2,8,"Europe"
"376",1328917,1,506,55.67,253.57,234.25,0,"Europe"
"377",1328922,1,64.5,23,23.7,22,0,"Europe"
"378",1328934,0,230,25,127.5,107.5,0,"Europe"
"379",1328935,1,2240,91.43,325.12,305.77,0,"Europe"
"380",1328938,0,69,72,68.57,62,238,"Europe"
"381",1328954,1,10.5,13,7.5,5.88,0,"Europe"
"382",1328965,1,13,25,7.96,5.4,0,"Asia"
"383",1328987,1,100,44.4,23.05,16.85,0,"Europe"
"384",1328988,0,762,15,219.75,191.09,0,"Europe"
"385",1328993,1,143,45.5,106.5,89.25,195,"Europe"
"386",1328996,1,1,1,1,0,0,"Europe"
"387",1329015,1,570,47.75,161,150.62,0,"Europe"
"388",1329020,1,65,32.5,32.5,20.25,0,"Asia"
"389",1329050,1,270.3,64.61,78.09,69.16,0,"Europe"
"390",1329055,1,2161,5.33,1001.67,953.67,0,"Europe"
"391",1329087,1,105,35.5,53.25,40,0,"Europe"
"392",1329091,1,5,1,5,0,0,"Europe"
"393",1329111,1,32903.05,656.2,11439.04,11135.59,110,"Europe"
"394",1329114,1,5661,332.5,1875.46,1733.34,0,"Asia"
"395",1329122,1,23,2,12.5,6.5,0,"Europe"
"396",1329123,1,114.75,85,59.08,64.08,0,"Europe"
"397",1329129,1,2,2,2,0,0,"Asia"
"398",1329133,1,760,110,208.05,187.55,0,"Europe"
"399",1329136,1,290,16.18,121.36,112.36,0,"Europe"
"400",1329152,1,192,4,106.17,92.33,0,"Europe"
"401",1329161,1,11.5,44,11.5,4.5,0,"Europe"
"402",1329173,1,33,33,33,28.5,0,"Asia"
"403",1329180,1,1,1,1,0,0,"Europe"
"404",1329193,1,1429.35,63.55,563.52,597.61,42,"Europe"
"405",1329212,1,30,3,30,24,0,"Europe"
"406",1329223,1,95,3,95,80,0,"Europe"
"407",1329237,1,167,66,101,81.25,0,"Europe"
"408",1329250,1,41.5,26,28.83,25,0,"Europe"
"409",1329253,1,4,14,4,2,0,"Europe"
"410",1329272,1,297,33.6,76.55,66.22,0,"Europe"
"411",1329310,1,2095,156.25,1218.75,1156.88,0,"Europe"
"412",1329312,1,1,4,1,0,0,"Europe"
"413",1329314,1,16,4,16,0,0,"Europe"
"414",1329328,1,31,1,31,25,0,"Asia"
"415",1329338,1,1777,4.43,425.93,381.5,0,"Europe"
"416",1329364,1,407.5,92,217.5,179.67,0,"Europe"
"417",1329375,1,94.5,27.75,50.38,46.88,0,"Europe"
"418",1329386,1,25,12,15.62,12.54,0,"Europe"
"419",1329390,1,7088,3.33,1113.21,1083.55,0,"Europe"
"420",1329399,1,15,2,15,0,0,"Asia"
"421",1329409,1,796,82.73,125.55,122.36,0,"Europe"
"422",1329420,1,54,38.62,54,39,141,"Europe"
"423",1329427,1,297,38,151,152.25,0,"Europe"
"424",1329432,1,328,74,188,183,0,"Europe"
"425",1329433,1,4,2.6,2.5,1,0,"Asia"
"426",1329436,1,1,1,1,0,0,"Asia"
"427",1329437,1,620,86.33,138.35,129.12,0,"Europe"
"428",1329448,1,435,146.5,304.75,264.75,0,"Europe"
"429",1329451,1,2,1.67,1.67,0,0,"Asia"
"430",1329463,1,817,108.69,173.81,166.83,0,"Europe"
"431",1329482,1,261,135.5,137.5,122.75,0,"Asia"
"432",1329513,1,126,1,57.33,47.67,0,"Europe"
"433",1329516,1,0,3.5,0,0,0,"Europe"
"434",1329531,1,1206.5,1.81,198.53,197.19,0,"Europe"
"435",1329534,1,828.5,122.08,204.69,191.73,0,"Europe"
"436",1329564,0,16382,176.13,3898.6,3845.77,0,"Europe"
"437",1329590,1,35.25,26,27.12,14.62,0,"Europe"
"438",1329594,1,1363,306.4,397.7,374.7,0,"Europe"
"439",1329597,1,33248,147.43,4033.67,3835.97,124,"Europe"
"440",1329611,1,662,88,662,512,0,"Europe"
"441",1329646,1,0,11.67,0,0,0,"Europe"
"442",1329661,1,175,11.33,87.67,72.67,0,"Europe"
"443",1329666,1,4902,118.33,1911.33,1853,0,"Europe"
"444",1329676,1,2175,451,2175,2000.5,0,"Europe"
"445",1329701,1,794.5,30.3,96.57,89.42,28,"Europe"
"446",1329713,1,24.5,44.5,19.5,8.5,0,"Europe"
"447",1329724,1,4013,116,1421.33,1373,0,"Europe"
"448",1329765,1,9,9,9,5,0,"Europe"
"449",1329779,1,2318,117.14,567.86,526.82,1,"Europe"
"450",1329805,1,62.5,13.4,14.7,14.5,0,"Asia"
"451",1329825,1,1,1,1,2,0,"Europe"
"452",1329836,1,1478.5,6,1478.5,1495.25,0,"Europe"
"453",1329842,1,14,14,14,8.5,0,"Europe"
"454",1329859,0,1172.75,366.2,188.96,180.29,0,"Europe"
"455",1329878,1,118,9,118,88,0,"Europe"
"456",1329887,1,1218,25.8,488,574.5,0,"Americas"
"457",1329893,1,38468.7,1103.08,5230.76,5093.94,0,"Europe"
"458",1329907,1,3168,2.67,584.91,581.25,0,"Europe"
"459",1329933,1,140.67,34.5,61.81,52.56,0,"Europe"
"460",1329960,1,2,1,1,0.33,0,"Asia"
"461",1329962,1,4122.5,237.49,555.83,550.55,0,"Asia"
"462",1329966,1,710,46,710,662,0,"Europe"
"463",1329980,1,633.5,44.2,130.38,114.96,5,"Europe"
"464",1329995,1,15,2.5,12.5,5,0,"Europe"
"465",1329997,1,86.5,72.83,54.5,35.58,207,"Europe"
