"","UserID","Gender","Casino_max_stakes","Casino_mean_bets","Casino_mean_Stakes","Casino_mean_Winnings","Casino_Recency_bet","Continent"
"2948",1361610,1,9203,1638,9203,9003.5,0,"Europe"
"2949",1361613,1,966,28.56,289.78,260.28,0,"Europe"
"2950",1361637,1,3835,5,1268.76,1247.96,0,"Europe"
"2951",1361642,1,4910,55.12,1253,1355.81,0,"Oceania"
"2952",1361646,1,43.5,67,43.5,33.5,0,"Europe"
"2953",1361682,1,1162.5,464.5,489.5,486.42,0,"Europe"
"2954",1361692,1,2423,6.5,1211.5,1092.5,0,"Europe"
"2955",1361694,0,12399.87,535.15,1634.8,1590.84,0,"Europe"
"2956",1361707,0,575,40.67,202,201.83,0,"Europe"
"2957",1361711,1,13,5,13,0,0,"Europe"
"2958",1361712,1,9.5,10,9.5,3,0,"Europe"
"2959",1361715,1,10.75,3.33,3.83,3.83,0,"Europe"
"2960",1361730,1,24.5,13,12.67,7.33,0,"Europe"
"2961",1361736,1,4639.5,466,2654.5,2472.83,0,"Europe"
"2962",1361737,1,178,49.5,97.25,79.38,0,"Europe"
"2963",1361739,1,272,32,155.25,127.55,122,"Europe"
"2964",1361772,1,354,38.14,78,68.36,0,"Europe"
"2965",1361779,1,161,10,136.75,98.27,159,"Europe"
"2966",1361798,1,15,3,15,10,0,"Europe"
"2967",1361799,1,46.55,75.4,38.11,19.92,58,"Europe"
"2968",1361807,0,1372,146.33,780.67,760.83,0,"Europe"
"2969",1361817,1,44,18.5,42,17.5,0,"Americas"
"2970",1361831,1,313.88,138.57,75.98,69.9,0,"Asia"
"2971",1361854,1,5732.3,457.75,1919.64,1797.17,0,"Europe"
"2972",1361868,1,8.37,13,8.37,1.4,0,"Europe"
"2973",1361873,1,69,29.25,20.14,13.64,0,"Asia"
"2974",1361880,1,13457.25,390.58,2931.3,2628.26,0,"Europe"
"2975",1361932,1,55,56,55,42,0,"Europe"
"2976",1361935,1,229,218,229,218,0,"Asia"
"2977",1361951,1,4108,461.38,633.38,629,0,"Europe"
"2978",1361959,1,29,2,10.3,8.5,0,"Europe"
"2979",1361990,1,1320,67.8,396.88,358.88,0,"Europe"
"2980",1361992,1,37130,443.78,3784.65,3780.76,1,"Europe"
"2981",1362011,1,120,51.5,50.25,38.94,0,"Europe"
"2982",1362019,1,468,46.64,193,210,0,"Europe"
"2983",1362060,1,945,35.57,312.5,275,0,"Europe"
"2984",1362062,1,652,35,475.5,379,1,"Europe"
"2985",1362081,1,135,16.67,100,72,0,"Asia"
"2986",1362087,1,60,35.25,25.81,27.44,0,"Europe"
"2987",1362094,1,10,10,10,4,0,"Europe"
"2988",1362095,1,457,71,240.57,235.43,0,"Europe"
"2989",1362104,1,2211,129.67,591.08,574.62,0,"Europe"
"2990",1362142,1,143,37.25,70,48.88,0,"Europe"
"2991",1362159,1,646,83.75,166.94,142.38,0,"Asia"
"2992",1362168,1,6105,141.34,1037.14,1016.91,0,"Europe"
"2993",1362179,1,9,9,9,8,0,"Asia"
"2994",1362189,1,23.5,3,23.5,28.5,0,"Europe"
"2995",1362233,1,4316,205.75,1389,1256.25,0,"Europe"
"2996",1362239,1,24,7.67,21.33,15.33,0,"Europe"
"2997",1362253,1,510.5,64.27,186.82,181.61,0,"Europe"
"2998",1362278,1,329,24.5,201,151.88,0,"Europe"
"2999",1362283,1,2562.25,409.1,687.69,671.68,0,"Asia"
"3000",1362287,1,613,13.2,178.3,178.2,0,"Europe"
"3001",1362309,1,14052,720,14052,13552.5,0,"Europe"
"3002",1362325,0,824.38,682,824.38,744.55,0,"Europe"
"3003",1362335,1,214,10.67,58.17,46.47,0,"Europe"
"3004",1362338,0,2303.74,587.86,510.06,455.53,11,"Europe"
"3005",1362341,1,6912.5,1.33,2579.39,2544.44,0,"Europe"
"3006",1362347,1,660.59,6,317.96,292.4,0,"Europe"
"3007",1362354,1,8762.02,67.06,1228.11,1156.33,143,"Europe"
"3008",1362360,1,46.75,64,46.75,16.75,0,"Europe"
"3009",1362366,1,64528.25,85.18,10949.01,10412.69,1,"Europe"
"3010",1362378,1,26,26,26,16.5,0,"Europe"
"3011",1362385,1,15,3,15,0,0,"Europe"
"3012",1362389,1,24002,102.25,2151.12,2178.08,31,"Europe"
"3013",1362395,1,154873,507.45,28295.34,28006.75,0,"Europe"
"3014",1362397,1,331,5.5,314.88,288.5,0,"Europe"
"3015",1362412,0,2609,545,2609,2435.8,227,"Europe"
"3016",1362415,1,1803,128.36,357.62,336.28,0,"Europe"
"3017",1362420,1,8.4,36,8.4,4.4,0,"Europe"
"3018",1362429,1,24.75,18.5,20.77,15.18,0,"Europe"
"3019",1362450,1,1780,203,1780,1601.5,0,"Asia"
"3020",1362452,1,21.5,44.5,18.75,14.75,0,"Asia"
"3021",1362459,1,15,2,15,20,0,"Europe"
"3022",1362465,1,2693,6.72,288.48,283.41,0,"Europe"
"3023",1362470,1,51072.5,234.12,11186.31,10816.88,0,"Europe"
"3024",1362482,1,55,41,55,27.22,0,"Europe"
"3025",1362494,1,1991.75,16.53,792.72,729.87,14,"Europe"
"3026",1362496,1,33,17.5,18,18.25,0,"Asia"
"3027",1362514,1,406.5,6.47,81.2,77.97,0,"Europe"
"3028",1362519,1,198.88,275,198.88,141.88,0,"Americas"
"3029",1362520,1,1660,1.25,907.5,598.12,0,"Europe"
"3030",1362528,1,793,71,674.5,605,0,"Europe"
"3031",1362539,1,320.5,134,201.5,186.5,0,"Europe"
"3032",1362540,1,3594,1.92,601.08,590.52,0,"Europe"
"3033",1362545,1,1050.65,3.3,152.62,124.83,0,"Europe"
"3034",1362554,1,5544,195,1038.42,998.27,0,"Europe"
"3035",1362562,1,45,19,45,15,0,"Europe"
"3036",1362586,1,238,32.71,70.5,60.57,0,"Asia"
"3037",1362589,1,18,18,18,14.5,0,"Europe"
"3038",1362590,1,528.54,241.67,147.01,140.88,0,"Asia"
"3039",1362624,1,75988.5,262.82,3616.37,3522.25,0,"Europe"
"3040",1362627,1,259,7,259,252,0,"Europe"
"3041",1362628,1,10,5.5,9.25,11.5,0,"Europe"
"3042",1362634,1,1800,29.5,1242.5,874.38,0,"Europe"
"3043",1362653,1,12,3,12,0,0,"Europe"
"3044",1362671,1,2.42,29,2.42,1.42,0,"Europe"
"3045",1362673,1,189,74.33,99.33,108.17,0,"Europe"
"3046",1362694,1,1595,348.14,913,843,0,"Europe"
"3047",1362707,1,6927,87.61,762.97,757.89,1,"Europe"
"3048",1362708,1,583.5,184.5,324.25,317.75,0,"Europe"
"3049",1362711,1,481.5,28.5,367,368.47,178,"Europe"
"3050",1362755,1,1058,2,327.17,326.83,0,"Europe"
"3051",1362759,1,155,57.5,78,52.5,0,"Europe"
"3052",1362771,1,1714,237.37,269.25,247.46,0,"Europe"
"3053",1362773,1,1064,153.9,411.55,369.64,15,"Europe"
"3054",1362780,0,1091.5,261.17,445.62,423.21,0,"Europe"
"3055",1362806,1,148,34,148,108,0,"Europe"
"3056",1362810,1,2472.65,6.17,798.18,757.11,0,"Europe"
"3057",1362814,0,34172,4.95,10137.71,9771.14,0,"Europe"
"3058",1362837,1,311,13.5,293,105.5,0,"Europe"
"3059",1362840,1,281,11.5,145.5,57,0,"Europe"
"3060",1362850,1,7890,67,2404.33,2231.08,0,"Europe"
"3061",1362888,1,1131,17.22,244.72,241.17,0,"Europe"
"3062",1362912,1,20,20,20,15,0,"Europe"
"3063",1362928,1,7040,77.29,1766.43,1741.79,0,"Europe"
"3064",1362932,1,2581.5,303.25,860.25,827.75,0,"Europe"
"3065",1362947,1,661.94,163,146.85,141.79,0,"Europe"
"3066",1362956,1,1062,18.44,325.06,295.61,80,"Europe"
"3067",1362957,1,552,127,552,495,0,"Asia"
"3068",1362974,1,10163.35,175.82,1489.11,1359.36,4,"Europe"
"3069",1362979,1,4.5,21.5,2.55,2.09,0,"Europe"
"3070",1363014,1,104.2,36,104.2,164.62,0,"Europe"
"3071",1363022,1,1752.75,63,952.5,867.25,223,"Europe"
"3072",1363025,1,24,9,13.33,7.67,0,"Europe"
"3073",1363028,1,6,6,6,0,0,"Americas"
"3074",1363040,1,131.75,6,131.75,133,0,"Europe"
"3075",1363049,1,715,127,715,632.5,0,"Europe"
"3076",1363052,1,33,1.5,32,24,0,"Europe"
"3077",1363074,1,86,4,86,121.04,0,"Europe"
"3078",1363078,1,89,22.56,22.56,18.5,0,"Asia"
"3079",1363096,1,39.96,2,39.96,39.97,0,"Europe"
"3080",1363104,1,787,149,365.25,342,0,"Europe"
"3081",1363138,1,16000,38.75,4596.42,4187.08,0,"Europe"
"3082",1363150,1,89377,168.33,20212.5,19874.72,0,"Europe"
"3083",1363158,1,325,39,166.5,165,4,"Europe"
"3084",1363161,1,10664.25,698.01,2263.96,2281.58,2,"Europe"
"3085",1363168,1,79,65,79,67,0,"Europe"
"3086",1363170,1,58,26,58,48,0,"Europe"
"3087",1363180,1,73,19,73,62,0,"Europe"
"3088",1363192,1,787.5,37.83,212.83,174.33,0,"Europe"
"3089",1363195,1,246.5,251,246.5,236,0,"Asia"
"3090",1363226,1,1,0.5,0.5,0.5,0,"Europe"
"3091",1363236,1,711,131,711,657,0,"Europe"
"3092",1363242,1,267,24,261,194.25,0,"Europe"
"3093",1363249,1,819.04,454,685.45,504.34,0,"Europe"
"3094",1363270,1,35,7,35,40,0,"Europe"
"3095",1363272,1,8,4.5,4.75,2.25,0,"Asia"
"3096",1363302,1,42,11.83,12.83,11.88,0,"Europe"
"3097",1363350,1,73,141.5,71.12,50.08,0,"Europe"
"3098",1363353,1,0,3.5,0,0,0,"Europe"
"3099",1363354,1,535,35,535,520.5,158,"Europe"
"3100",1363359,1,4479,182.48,1127.7,1086.98,0,"Europe"
"3101",1363386,1,459,41.67,370.67,255.67,0,"Europe"
"3102",1363387,1,1079.35,344,833.17,733.17,0,"Europe"
"3103",1363417,1,2253.5,49.75,732.25,699,39,"Europe"
"3104",1363444,1,86.5,17,41.5,31.67,0,"Europe"
"3105",1363450,1,4,1,4,0,0,"Europe"
"3106",1363453,1,445,306,445,417,0,"Asia"
"3107",1363466,1,223,33,223,193,0,"Europe"
"3108",1363473,1,185.5,60,185.5,146.5,0,"Europe"
"3109",1363474,0,113,55,81.75,72.75,0,"Europe"
"3110",1363519,1,90,48.5,70.75,61.75,0,"Europe"
"3111",1363552,1,44.5,21,44.5,49,0,"Europe"
"3112",1363553,1,5,1,5,0,0,"Europe"
"3113",1363556,1,389.75,153.75,150.25,145.75,0,"Europe"
"3114",1363563,1,272.5,458,186.65,158.9,0,"Europe"
"3115",1363591,1,308,8.5,166.5,132.5,0,"Europe"
"3116",1363596,1,270,16,112.5,90,0,"Europe"
"3117",1363603,1,576,110.31,195.85,188.15,0,"Asia"
"3118",1363604,0,199.25,3.9,4.07,3.15,0,"Europe"
"3119",1363615,1,119,16,119,56,114,"Europe"
"3120",1363641,1,0,4,0,0,0,"Europe"
"3121",1363646,1,9,5.5,5.5,2.75,0,"Europe"
"3122",1363676,1,92.5,95,92.5,78.5,0,"Asia"
"3123",1363684,1,564.5,21.62,112.28,105.5,0,"Europe"
"3124",1363704,1,677,282.67,325,309.83,0,"Asia"
"3125",1363708,1,1005,10.33,426.5,398.92,23,"Europe"
"3126",1363709,1,530,152,530,412.45,0,"Europe"
"3127",1363744,1,99,46,99,49,0,"Europe"
"3128",1363749,1,282.5,1.5,155.75,136,0,"Europe"
"3129",1363759,1,10977,181.2,4971.2,4672.2,158,"Europe"
"3130",1363760,1,1325,30.17,402.87,374.54,0,"Europe"
"3131",1363786,1,693,96.42,171.9,159.06,0,"Europe"
"3132",1363798,1,1079.5,258,1079.5,926.5,0,"Europe"
"3133",1363817,1,5,1,5,10,0,"Europe"
"3134",1363820,1,23,36,23,158,0,"Europe"
"3135",1363876,1,78,47,46.5,42,0,"Asia"
"3136",1363883,1,44,12,44,14,0,"Europe"
"3137",1363887,1,468,79.88,254.16,247.28,0,"Europe"
"3138",1363889,1,27,13,13.5,5,0,"Europe"
"3139",1363893,1,128,261.67,65.92,54.17,0,"Europe"
"3140",1363902,1,14854,109.14,3915.36,4226.71,0,"Europe"
"3141",1363921,1,39,17.25,16.75,13.88,0,"Europe"
"3142",1363933,1,293.5,52,293.5,253.5,0,"Europe"
"3143",1363955,1,1346,1.92,390.67,411.42,0,"Europe"
"3144",1363985,1,240,47.33,138.83,101,0,"Europe"
"3145",1363998,1,7768.65,322.56,2346.96,2195.35,0,"Europe"
"3146",1364018,1,11849,148.02,1229.46,1199.67,0,"Europe"
"3147",1364036,1,30,3.5,16,10,0,"Europe"
"3148",1364042,1,170.5,127,100.5,90.67,0,"Europe"
"3149",1364048,1,68,24,29.75,28.25,0,"Europe"
"3150",1364059,1,6864,44.97,3963.78,3556.88,85,"Europe"
"3151",1364074,1,9,9,9,8.5,0,"Europe"
"3152",1364078,1,4043,286.34,613.29,584.24,15,"Europe"
"3153",1364100,1,600,42.58,88.04,80.04,0,"Europe"
"3154",1364102,1,84,52,84,57.5,0,"Asia"
"3155",1364109,1,3055.5,76.91,412.25,391.07,0,"Europe"
"3156",1364157,1,117.25,14,68.38,69.38,0,"Asia"
"3157",1364182,1,0.25,0.5,0.12,0.12,0,"Europe"
"3158",1364190,1,2659,362,1288.25,1098.62,0,"Asia"
"3159",1364199,1,15,3,15,0,0,"Europe"
"3160",1364200,1,321,94.5,152.83,133.83,0,"Asia"
"3161",1364233,1,1,1,1,0,0,"Europe"
"3162",1364234,1,223,41,223,214,0,"Europe"
"3163",1364241,1,5,1,5,0,0,"Europe"
"3164",1364245,1,174,134,174,144,0,"Europe"
"3165",1364252,1,1183,163.33,275.83,263.04,0,"Europe"
"3166",1364264,1,467,3,467,342,0,"Europe"
"3167",1364266,1,322,51.5,104.5,84.25,0,"Europe"
"3168",1364276,1,427,48.8,128.6,109,0,"Europe"
"3169",1364314,1,5670,416.12,2365.15,2389.57,1,"Europe"
"3170",1364321,1,266,43,266,244,0,"Europe"
"3171",1364323,1,2241,332.62,990.41,920.72,182,"Europe"
"3172",1364363,1,180,12.67,68.83,56.17,0,"Europe"
"3173",1364366,1,458.5,52.03,130.28,104.72,101,"Europe"
"3174",1364368,1,5,5,5,4,0,"Europe"
"3175",1364380,1,145,7.85,36.02,34.87,0,"Europe"
"3176",1364395,1,122,21.5,122,72,222,"Europe"
"3177",1364402,1,4817.25,661.43,1574.93,1437.36,0,"Europe"
"3178",1364406,1,0,2.44,0,0,0,"Europe"
"3179",1364414,1,19278.08,1484.39,5669.07,5365.32,0,"Europe"
"3180",1364443,1,2866,245.67,1178.33,1128.46,0,"Europe"
"3181",1364453,1,141.5,23.5,55.9,52.1,62,"Asia"
"3182",1364456,1,7257.5,154.33,2694.83,2578.33,0,"Europe"
"3183",1364467,1,24,24,24,19.5,0,"Europe"
"3184",1364468,1,740,5,597.52,498,0,"Europe"
"3185",1364515,1,53.4,123,53.4,33.4,0,"Europe"
"3186",1364517,1,252.5,126.5,126.25,120,0,"Europe"
"3187",1364531,1,0,4.6,0,0,0,"Europe"
"3188",1364534,1,1592,66.25,730.81,567.34,0,"Europe"
"3189",1364535,1,72,36,72,62,0,"Europe"
"3190",1364536,1,77.02,122,77.02,37.48,0,"Europe"
"3191",1364538,1,105410,150,64600,63100,0,"Europe"
"3192",1364555,1,3432,128,1024.25,945.17,0,"Europe"
"3193",1364561,1,2978,188.57,1081.21,993.21,0,"Europe"
"3194",1364593,1,273,14.12,75.79,66.02,28,"Europe"
"3195",1364605,1,118,71.33,77.67,74,0,"Asia"
"3196",1364651,1,5,1,5,0,0,"Asia"
"3197",1364670,1,439,23,229.5,277.25,0,"Europe"
"3198",1364694,1,272,92.75,148.88,142.95,0,"Asia"
"3199",1364711,1,1818,219,1147.67,1072,0,"Asia"
"3200",1364715,1,123,74.5,87,77.25,0,"Asia"
"3201",1364721,1,12.48,11.25,3.12,2.5,0,"Europe"
"3202",1364753,1,72636.5,455.76,12968.6,13095.99,177,"Europe"
"3203",1364754,1,45,12.5,37.5,55.1,0,"Europe"
"3204",1364755,1,141.5,37,50.65,52.03,0,"Europe"
"3205",1364769,0,104.91,37,104.91,225.23,0,"Europe"
"3206",1364777,1,5604,58.17,794.23,730.46,0,"Europe"
"3207",1364794,1,1164.27,355.75,269.78,252.77,1,"Europe"
"3208",1364802,1,98.58,87,44.25,38.04,162,"Europe"
"3209",1364805,1,11808,243.25,1493.5,1468.75,24,"Europe"
"3210",1364819,0,11365,352.6,1462.13,1423.73,0,"Europe"
"3211",1364828,1,265.52,267,154.72,142.84,0,"Europe"
"3212",1364840,1,848.5,197.67,439.83,417.83,0,"Europe"
"3213",1364844,1,1216.5,58.5,558.25,552.58,176,"Europe"
"3214",1364847,1,641,58.5,227.57,236.32,0,"Europe"
"3215",1364862,1,112.5,17.67,75.83,57.5,218,"Europe"
"3216",1364873,1,112,23,112,97.5,0,"Europe"
"3217",1364886,1,182,13.33,126.67,121.83,15,"Europe"
"3218",1364894,1,151,46,151,99,0,"Asia"
"3219",1364895,1,16602,251.7,2537.15,2352.55,0,"Asia"
"3220",1364908,1,230,39,230,180,0,"Europe"
"3221",1364930,1,10,3.5,5,2,0,"Asia"
"3222",1364944,1,8464.5,117.11,1773.74,1767.34,14,"Europe"
"3223",1364950,1,18,2.83,8.83,9.92,0,"Europe"
"3224",1364983,1,17172.5,257.6,3322.87,3260.88,0,"Europe"
"3225",1364988,1,3340,5,359.33,333.93,0,"Europe"
"3226",1365025,1,24,12.5,12.5,9,0,"Asia"
"3227",1365042,1,2634.5,34.5,551.86,532.97,0,"Asia"
"3228",1365048,1,14,5.5,5.5,3.88,0,"Asia"
"3229",1365051,1,5340,420,3170,3112.5,0,"Europe"
"3230",1365071,1,53,3,53,37.74,0,"Europe"
"3231",1365076,1,219,28,219,99.75,0,"Europe"
"3232",1365080,1,251,251,251,246.5,0,"Europe"
"3233",1365135,1,13,50,13,7,0,"Asia"
"3234",1365137,1,50,83,50,46,0,"Europe"
"3235",1365156,1,26,23,26,14.5,0,"Asia"
"3236",1365163,1,33,18,33,21.75,0,"Asia"
"3237",1365191,1,892,25,892,692.5,0,"Europe"
"3238",1365202,1,396,151.33,151.33,150.85,0,"Asia"
"3239",1365204,1,129.5,26.67,81.83,51.83,0,"Europe"
"3240",1365226,1,513,32,513,456,0,"Asia"
"3241",1365276,1,444,62.67,259.17,188.83,178,"Europe"
"3242",1365277,1,25,26,25,19,0,"Europe"
"3243",1365286,1,2611,3.61,531.29,529.39,0,"Europe"
"3244",1365288,1,3.3,2,3.3,1.25,0,"Europe"
"3245",1365293,1,57,23,57,37.5,0,"Europe"
"3246",1365303,0,610,5.52,76.89,76.22,0,"Europe"
"3247",1365316,1,800,34,800,500,0,"Europe"
"3248",1365323,1,177,56.5,166.75,171.75,0,"Europe"
"3249",1365337,1,310.5,56.67,61.5,57.83,0,"Europe"
"3250",1365352,1,16,14.5,10,5.25,0,"Asia"
"3251",1365362,1,7510.8,876.82,3758.78,3396.21,32,"Europe"
"3252",1365375,1,470,93,470,420,0,"Europe"
"3253",1365381,1,155,32,155,125,0,"Europe"
"3254",1365384,1,17,16,17,10,0,"Europe"
"3255",1365393,1,853.5,327.67,474.88,457.29,0,"Europe"
"3256",1365406,1,29961,63.85,6348.45,6380.2,2,"Europe"
"3257",1365408,1,3,2.5,2.5,2,0,"Asia"
"3258",1365413,1,76,38.33,44.67,41,0,"Europe"
"3259",1365418,1,10,10,10,5,0,"Europe"
"3260",1365422,1,64,61,64,41,0,"Europe"
"3261",1365427,1,7,7,7,4,0,"Europe"
"3262",1365431,1,2,4,2,0,0,"Europe"
"3263",1365454,1,100,20,100,80,0,"Europe"
"3264",1365460,1,15,4,15,10,0,"Europe"
"3265",1365461,1,4624,2.48,226.52,221.39,0,"Europe"
"3266",1365466,1,10,9,10,4,0,"Europe"
"3267",1365467,1,182,3,182,152,0,"Europe"
"3268",1365471,1,3,1,3,0,0,"Asia"
"3269",1365474,1,103.86,139,103.86,73.86,0,"Europe"
"3270",1365483,1,6326.25,102.42,1191.18,1122.04,206,"Europe"
"3271",1365493,1,400,8,154.75,85.5,0,"Europe"
"3272",1365497,1,218,14.2,116.8,96.9,0,"Europe"
"3273",1365513,1,64,10,64,57,0,"Europe"
"3274",1365519,1,1117,133.25,303.72,276.5,0,"Europe"
"3275",1365538,1,48.09,236,48.09,34.09,0,"Asia"
"3276",1365584,1,407.5,65.53,91.2,89.22,0,"Asia"
"3277",1365623,1,8779,739,3248.05,3016.64,0,"Europe"
"3278",1365638,1,67,136,67,93,0,"Europe"
"3279",1365640,1,13,9,13,7.5,0,"Europe"
"3280",1365652,1,882.3,232.5,701.15,621.34,99,"Europe"
"3281",1365670,1,2086,125.11,681.91,593.32,173,"Europe"
"3282",1365679,1,9.5,5,5.25,2.75,0,"Asia"
"3283",1365690,1,24.5,25,24.5,19,0,"Asia"
"3284",1365696,1,38,30,38,16,0,"Asia"
"3285",1365698,1,122,4,122,167.35,0,"Europe"
"3286",1365708,1,133,3.33,103.25,93.17,0,"Europe"
"3287",1365754,1,234.75,53.33,142.55,126.55,81,"Europe"
"3288",1365757,1,10,3,10,0,0,"Asia"
"3289",1365772,1,4.67,38,4.67,1.72,0,"Europe"
"3290",1365785,1,2402.5,88.3,378.95,362.5,16,"Europe"
"3291",1365805,1,547,3.25,177.5,175.31,0,"Asia"
"3292",1365837,1,582.5,88,582.5,512.5,0,"Europe"
"3293",1365855,1,33,23,33,23,0,"Europe"
"3294",1365857,1,159,25.14,29.12,26.88,0,"Asia"
"3295",1365861,1,7.5,17,7.5,2.5,0,"Europe"
"3296",1365872,1,1661,13.71,379.86,389.64,0,"Europe"
"3297",1365890,1,11,22,11,7,0,"Europe"
"3298",1365901,1,894.5,112.13,169.71,168.76,0,"Europe"
"3299",1365930,1,110,24.5,45.75,42.5,0,"Europe"
"3300",1365935,1,701,3,527,476.17,0,"Europe"
"3301",1365955,1,280.5,50.67,142.33,141.33,0,"Europe"
"3302",1365956,1,306.5,197.67,91.33,87.54,0,"Europe"
"3303",1365998,1,35,12,20,0,0,"Europe"
"3304",1366028,1,945,73,945,720,0,"Europe"
"3305",1366080,1,3977.25,78.22,819.75,818.9,19,"Europe"
"3306",1366118,1,3107,148.21,784.46,779.94,47,"Europe"
"3307",1366130,1,113.5,52.5,68.17,63.67,78,"Europe"
"3308",1366137,1,2,3,2,0,0,"Europe"
"3309",1366140,1,81.5,53,69.75,41.75,0,"Europe"
"3310",1366145,1,3,3,3,0,0,"Europe"
"3311",1366149,1,898.9,74,518.97,389.63,0,"Europe"
"3312",1366161,1,350.31,195.88,74.82,61.91,0,"Europe"
"3313",1366179,1,1297.5,129.25,396.26,296.75,0,"Europe"
"3314",1366181,1,12,5.75,6.75,5.75,0,"Asia"
"3315",1366206,1,293,81.5,227,202.25,0,"Europe"
"3316",1366223,1,12,1.12,6.62,7.75,0,"Asia"
"3317",1366224,1,76.5,28.5,31.81,19.69,0,"Europe"
"3318",1366225,1,3122,269.33,1395.67,1290.5,0,"Asia"
"3319",1366258,1,26,18.5,20.5,17.5,0,"Asia"
"3320",1366260,0,50,8.5,28.75,15.75,0,"Europe"
"3321",1366261,1,215.42,143,215.42,135.42,0,"Europe"
"3322",1366264,1,20,1.5,11,8,0,"Europe"
"3323",1366273,1,5.5,6,5.5,2,0,"Europe"
"3324",1366295,1,3290,3,827.19,816.99,0,"Europe"
"3325",1366306,1,37,1,37,40,0,"Europe"
"3326",1366317,0,14,7,14,4,0,"Asia"
"3327",1366320,1,28,26,28,32.5,0,"Europe"
"3328",1366389,1,6523.8,67.43,767.66,728.23,8,"Europe"
"3329",1366401,1,273.25,10,144.62,119.62,209,"Europe"
"3330",1366406,1,604.8,306.6,329.27,259.34,0,"Europe"
"3331",1366408,1,14,6,14,4,0,"Europe"
"3332",1366422,1,520.5,50.81,52.33,52.16,0,"Europe"
"3333",1366423,1,87.48,43.83,29.58,29.25,0,"Europe"
"3334",1366431,1,58,16.33,40,30.17,0,"Europe"
"3335",1366436,1,105.5,161.33,51.33,82.5,0,"Asia"
"3336",1366486,1,4731,72.5,2915.5,2117.5,0,"Europe"
"3337",1366491,1,314.5,66,314.5,308.5,0,"Europe"
"3338",1366496,1,37,23,37,13.5,0,"Europe"
"3339",1366501,1,221,44.33,82.58,70.71,0,"Europe"
"3340",1366525,1,950,61,363.25,362.75,0,"Europe"
"3341",1366542,0,5,1,2.5,0,0,"Europe"
"3342",1366613,1,188.85,204,133.87,107.45,0,"Europe"
"3343",1366617,1,5330,241.5,2199.25,2147.5,0,"Europe"
"3344",1366642,1,2002,87.5,641.5,612.42,0,"Europe"
"3345",1366647,1,20,4,20,10,0,"Europe"
"3346",1366657,1,9199,147.92,1483.62,1427.21,0,"Europe"
"3347",1366686,1,244,15,76.71,63.67,214,"Europe"
"3348",1366698,1,186,23.33,117.33,108,0,"Asia"
"3349",1366722,1,10,40,10,4,0,"Europe"
"3350",1366727,1,64.58,102,60.19,37.7,0,"Europe"
"3351",1366729,1,10237.5,118,5486.25,5426.88,0,"Europe"
"3352",1366733,1,117.5,47,69.33,60.33,0,"Europe"
"3353",1366753,1,85.7,59.75,45.42,32.67,0,"Europe"
"3354",1366767,1,263.5,103.6,110.5,106.7,0,"Europe"
"3355",1366810,1,452,101,231,199.25,0,"Europe"
"3356",1366824,1,7122,122,2144.12,2045,0,"Europe"
"3357",1366835,1,1126.75,247,1126.75,1077.25,0,"Europe"
"3358",1366842,1,14,43,14,9,0,"Europe"
"3359",1366850,1,13,11,13,9,0,"Europe"
"3360",1366853,1,2021,89.64,727.08,620.07,1,"Europe"
"3361",1366895,1,544,349,544,468,0,"Asia"
"3362",1366898,1,70.5,32.5,38.25,43.5,0,"Europe"
"3363",1366906,1,1290,70.5,742.5,702.5,0,"Europe"
"3364",1366911,1,284,35.6,109.8,88.8,0,"Europe"
"3365",1366914,1,180,4,92.5,60,0,"Europe"
"3366",1366927,1,6,6,6,6.75,0,"Europe"
"3367",1366934,1,1,1,1,0,0,"Europe"
"3368",1366953,1,196,4.5,129,111.95,0,"Europe"
"3369",1366966,1,872.5,238.5,642.75,542.75,225,"Europe"
"3370",1366990,1,922,7.91,233.54,216.9,0,"Europe"
"3371",1367026,1,4,4,4,0,0,"Europe"
"3372",1367045,0,33,15.5,18,21.75,0,"Europe"
"3373",1367102,1,19788,515.27,2933.06,2871.75,0,"Europe"
"3374",1367106,1,1725,15.56,159.78,143.59,0,"Europe"
"3375",1367109,0,34.97,177.67,25.15,15.15,0,"Europe"
"3376",1367112,1,568,81.4,130.9,98.8,0,"Asia"
"3377",1367115,1,198,10,103,96.62,0,"Europe"
"3378",1367120,1,291.5,4.89,89.06,89.46,0,"Europe"
"3379",1367123,1,1183.57,278.11,491.52,514.42,73,"Europe"
"3380",1367126,1,284.44,241,103.72,97.89,0,"Europe"
"3381",1367133,1,43.34,90.5,26.67,11.21,0,"Europe"
"3382",1367149,1,3956,104.12,1926.25,1577.12,1,"Europe"
"3383",1367156,1,2477.75,152.17,1509.75,1484,214,"Europe"
"3384",1367167,1,595,52,374.67,312.67,0,"Europe"
"3385",1367170,1,151.25,18,50.38,48.12,0,"Europe"
"3386",1367173,1,965,120,564,514,214,"Europe"
"3387",1367178,1,14255,89.46,2097.57,2046.51,0,"Europe"
"3388",1367180,1,199,9.5,99.5,86.5,0,"Europe"
"3389",1367184,1,330.5,701.92,91.33,83.96,0,"Europe"
"3390",1367191,1,968,34.83,217.91,192.53,147,"Europe"
"3391",1367198,1,0,4.67,0,0,0,"Europe"
"3392",1367234,0,10292,135.46,1938.18,1867.11,186,"Europe"
"3393",1367235,1,37.9,4,37.9,27.95,0,"Europe"
"3394",1367266,1,711.25,174.5,171.77,141.25,0,"Asia"
