"","UserID","Gender","Supertoto_max_stakes","Supertoto_mean_Bets","Supertoto_mean_Stakes","Supertoto_mean_Winnings","Recency_bet_supertoto","Continent"
"517",1369806,1,8,2.64,1.49,1.23,5,"Europe"
"518",1369884,1,2,2.86,0.97,0.8,2,"Europe"
"519",1370009,1,0.1,1,0.1,0.08,50,"Europe"
"520",1370119,1,6.4,1,4.8,3.96,177,"Europe"
"521",1370210,1,1.5,3,1.5,1.24,152,"Asia"
"522",1370345,1,0.1,1,0.1,0.08,8,"Europe"
"523",1370484,1,4,0.83,1.5,1.25,198,"Asia"
"524",1370503,1,1.2,1.5,1.1,0.91,176,"Asia"
"525",1370536,1,4,2.5,2.85,2.35,189,"Europe"
"526",1370548,1,32,0.91,11.27,9.3,14,"Europe"
"527",1370662,0,0.5,1,0.5,0.41,62,"Asia"
"528",1370688,1,1.6,1,1.6,1.32,224,"Europe"
"529",1370755,0,4.8,0.67,2.8,2.31,138,"Europe"
"530",1370920,1,0.5,5,0.5,0.41,224,"Europe"
"531",1370941,1,0.5,1,0.23,0.2,179,"Europe"
"532",1370995,1,12.8,1,12.8,10.56,224,"Europe"
"533",1371055,1,2.4,1,1.63,1.35,187,"Europe"
"534",1371058,1,307.2,0.96,76.79,63.35,1,"Europe"
"535",1371317,1,14.4,1,14.4,11.88,224,"Europe"
"536",1371318,1,1,1,1,0.82,26,"Europe"
"537",1371404,0,1,2,0.38,0.32,19,"Europe"
"538",1371692,1,97.2,2.89,16.95,14.19,33,"Europe"
"539",1371850,0,3.6,1.05,0.77,0.67,20,"Europe"
"540",1371880,1,0.1,1,0.1,0.09,220,"Europe"
"541",1371977,1,1,1.33,0.67,0.55,194,"Europe"
"542",1372104,1,51.2,1.5,18.55,15.3,208,"Europe"
"543",1372197,1,1.6,1,1.05,0.95,221,"Europe"
"544",1372254,1,8,1.19,2.49,2.06,36,"Asia"
"545",1372492,1,57.6,1.5,22,18.15,191,"Europe"
"546",1372502,1,2,1.33,1.17,0.96,200,"Europe"
"547",1372534,1,12.8,1,7,5.93,8,"Europe"
"548",1372537,1,0.5,1,0.5,0.41,201,"Europe"
"549",1372679,1,0.1,1,0.1,0.08,203,"Europe"
"550",1372721,1,0.2,1,0.2,0.16,219,"Asia"
"551",1372739,0,0.5,1,0.23,0.19,169,"Asia"
"552",1372747,1,21.6,3,8.87,7.42,157,"Europe"
"553",1372763,1,8,1,8,6.6,60,"Europe"
"554",1372882,1,19.2,1,9.65,7.96,104,"Europe"
"555",1372904,1,10.6,9,10.6,8.74,211,"Europe"
"556",1373148,1,3.2,0.94,0.68,0.6,142,"Europe"
"557",1373581,0,0.6,6,0.6,0.5,219,"Europe"
"558",1373608,1,0.1,1,0.1,0.08,134,"Asia"
"559",1373838,1,0.5,2.25,0.38,0.31,140,"Europe"
"560",1374017,1,0.9,2,0.9,0.74,182,"Europe"
"561",1374866,1,9,2.26,4.43,3.73,1,"Europe"
"562",1374884,1,0.5,1,0.23,0.2,211,"Europe"
"563",1374942,1,12.8,4.18,2.15,1.82,119,"Europe"
"564",1375001,1,3.2,1,3.2,2.64,212,"Europe"
"565",1375200,0,0.5,1,0.35,0.29,195,"Asia"
"566",1375267,1,4.8,20.5,4.4,3.63,211,"Europe"
"567",1375272,0,0.5,1,0.5,0.41,217,"Europe"
"568",1375338,1,7.5,9.5,2.01,1.67,14,"Europe"
"569",1375349,1,7.2,1.5,2.18,1.8,83,"Europe"
"570",1375392,1,0.5,1,0.3,0.25,201,"Europe"
"571",1375501,1,0.5,1,0.34,0.28,44,"Europe"
"572",1375739,1,0.8,1,0.8,0.66,120,"Europe"
"573",1375925,1,17.2,2.05,3.02,2.51,4,"Europe"
"574",1375945,1,0.5,1,0.5,0.41,221,"Europe"
"575",1375971,1,10.8,7,8.65,7.14,170,"Europe"
"576",1376096,1,0.6,1.25,0.42,0.35,13,"Europe"
"577",1376103,1,2,1,2,1.65,129,"Europe"
"578",1376143,1,0.5,1,0.5,0.41,13,"Asia"
"579",1376160,1,0.5,1,0.35,0.29,74,"Europe"
"580",1376230,1,12.8,1,12.8,10.56,204,"Europe"
"581",1376255,0,0.1,1,0.1,0.09,220,"Europe"
"582",1376300,1,1.8,1,1.8,1.49,218,"Asia"
"583",1376316,1,1.6,1,1.3,1.15,220,"Asia"
"584",1376623,1,6.4,0.67,3.47,2.86,152,"Asia"
"585",1376633,1,2,1,2,1.65,222,"Europe"
"586",1376712,0,0.2,2,0.2,0.16,113,"Asia"
"587",1376742,1,0.8,1,0.8,0.66,170,"Europe"
"588",1376775,0,25.8,1.63,2.01,1.65,116,"Europe"
"589",1376780,1,5.5,6,5.5,5.09,220,"Europe"
"590",1376818,1,1,1,1,0.82,25,"Europe"
"591",1376959,1,3.6,1,3.6,3.33,220,"Europe"
"592",1377024,1,0.5,1,0.3,0.25,9,"Europe"
"593",1377056,1,4,1,4,3.3,164,"Europe"
"594",1377089,1,2.5,6.5,1.23,1.01,197,"Europe"
"595",1377368,1,3.2,0.75,2.1,1.73,208,"Europe"
"596",1377382,1,5,3.86,1.54,1.32,24,"Europe"
"597",1377467,1,0.1,1,0.1,0.08,218,"Europe"
"598",1377502,1,6.4,1,6.4,5.92,143,"Europe"
"599",1377791,0,1.2,0.8,0.72,0.59,134,"Europe"
"600",1377933,1,3,3,3,2.48,215,"Europe"
"601",1377983,1,0.5,1,0.5,0.41,185,"Asia"
"602",1378310,1,3.2,1,3.2,2.64,134,"Europe"
"603",1378538,1,0.1,1,0.1,0.08,210,"Europe"
"604",1378948,1,0.5,1.11,0.33,0.28,22,"Europe"
"605",1379004,1,6.5,2.2,1.28,1.06,35,"Europe"
"606",1379133,1,16,1.62,4.23,3.49,37,"Europe"
"607",1379273,1,8,1,8,6.6,116,"Europe"
"608",1379311,1,2,1.62,1.05,0.87,103,"Europe"
"609",1379349,1,4.1,1.35,0.86,0.71,2,"Europe"
"610",1379499,1,0.5,1.33,0.4,0.33,214,"Europe"
"611",1379607,1,0.5,1,0.5,0.41,221,"Europe"
"612",1379668,1,5,2,5,4.12,221,"Europe"
"613",1379679,1,0.5,1,0.5,0.41,209,"Europe"
"614",1379801,1,3.5,5.25,1.43,1.18,205,"Europe"
"615",1379897,1,0.1,1,0.1,0.09,157,"Europe"
"616",1380014,1,0.1,1,0.1,0.08,14,"Europe"
"617",1380189,1,0.4,2.5,0.3,0.25,23,"Europe"
"618",1380263,1,0.5,1,0.5,0.41,205,"Europe"
"619",1380386,1,2.8,1.7,0.7,0.61,3,"Europe"
"620",1380629,1,0.2,2,0.2,0.16,210,"Europe"
"621",1380746,1,0.5,1,0.5,0.41,221,"Europe"
"622",1380819,1,49.1,3.31,6.93,5.91,121,"Europe"
"623",1381193,1,3.3,2.5,2.75,2.35,211,"Europe"
"624",1381312,1,8,0.82,3.08,2.59,25,"Europe"
"625",1381391,1,0.5,1,0.5,0.41,217,"Europe"
"626",1381452,0,54.5,4.64,8.88,7.4,4,"Europe"
"627",1381501,1,0.5,1,0.2,0.17,157,"Europe"
"628",1381550,0,6.4,1,3.29,2.71,203,"Europe"
"629",1381604,0,1.6,0.67,1.07,0.88,204,"Europe"
"630",1381645,1,1,1,1,0.82,217,"Europe"
"631",1381693,1,0.5,1,0.5,0.41,214,"Americas"
"632",1382503,1,30.5,1.67,11.5,9.49,201,"Europe"
"633",1382759,1,0.1,1,0.1,0.09,220,"Europe"
"634",1382826,1,0.5,1,0.5,0.41,3,"Europe"
"635",1382856,1,2,1.5,0.72,0.59,11,"Europe"
"636",1382884,1,8,1,8,6.6,199,"Europe"
"637",1382885,1,0.5,1,0.5,0.41,205,"Europe"
"638",1382909,1,4,1,2.8,2.39,152,"Europe"
"639",1382923,1,0.5,1,0.25,0.21,164,"Europe"
"640",1382993,1,0.4,2.5,0.25,0.21,87,"Europe"
"641",1383588,1,5.4,1,5.4,4.46,218,"Europe"
"642",1383653,1,8,1,4.33,3.57,2,"Europe"
"643",1383966,1,2.4,1,2.2,1.82,199,"Europe"
"644",1384420,1,0.5,1,0.5,0.41,4,"Europe"
"645",1384448,1,72,0.79,18.48,15.25,1,"Europe"
"646",1384451,0,0.5,1,0.5,0.41,213,"Europe"
"647",1384462,1,1.5,1.31,0.28,0.24,91,"Europe"
"648",1384549,1,0.8,1,0.8,0.66,190,"Europe"
"649",1384630,1,0.4,1,0.4,0.33,218,"Europe"
"650",1384885,1,0.1,1,0.1,0.08,183,"Europe"
"651",1385076,1,4,1,4,3.3,213,"Europe"
"652",1385236,1,3.2,1,3.2,2.64,219,"Europe"
"653",1385288,1,3.2,1,3.2,2.64,218,"Europe"
"654",1385354,1,12.8,0.67,6.4,5.49,210,"Asia"
"655",1385385,1,4,1,1.44,1.21,4,"Europe"
"656",1385455,1,38.4,1.59,8.61,7.37,15,"Europe"
"657",1385604,1,0.2,2,0.2,0.18,220,"Europe"
"658",1385640,1,0.5,1,0.5,0.41,115,"Europe"
"659",1385995,1,1.6,1,1.6,1.32,121,"Europe"
"660",1386246,1,10,0.9,3.62,3,29,"Europe"
"661",1386433,1,6.4,1.25,3.95,3.26,37,"Europe"
"662",1386498,1,2,3,1.65,1.36,204,"Europe"
"663",1386608,1,1,1,1,0.82,158,"Europe"
"664",1386916,1,0.5,2.25,0.42,0.35,9,"Europe"
"665",1386961,1,0.8,1,0.8,0.66,210,"Europe"
"666",1386992,1,2,1,1.25,1.03,206,"Europe"
"667",1386994,0,51.2,1.22,9.98,8.23,2,"Europe"
"668",1387015,1,3.2,1,3.2,2.64,210,"Europe"
"669",1387167,1,8,1,8,6.6,124,"Europe"
"670",1387310,1,0.1,1,0.1,0.08,217,"Europe"
"671",1387319,1,4.5,1.5,3.45,2.97,164,"Europe"
"672",1387339,1,0.5,1,0.37,0.3,4,"Europe"
"673",1387403,0,12.8,1,12.8,10.56,210,"Europe"
"674",1387428,1,0.1,1,0.1,0.09,162,"Europe"
"675",1387900,1,2.2,7,2.2,1.82,154,"Europe"
"676",1388213,1,8,1,4.27,3.52,3,"Europe"
"677",1388367,0,0.5,2,0.43,0.37,143,"Europe"
"678",1388443,1,2,1,2,1.65,147,"Europe"
"679",1388652,1,3.2,1,2.4,1.98,208,"Europe"
"680",1388715,1,18,1.33,6.67,5.5,15,"Europe"
"681",1388815,1,1.6,1,1.6,1.32,212,"Asia"
"682",1388932,1,8,1,2,1.65,189,"Europe"
"683",1389029,1,5.6,15.33,2.13,1.76,152,"Europe"
"684",1389178,1,1,2,0.6,0.5,1,"Europe"
"685",1389289,1,3.2,1,2.2,1.82,197,"Europe"
"686",1389377,1,2.7,1,1.95,1.61,8,"Europe"
"687",1389533,1,1.8,2.33,0.62,0.54,171,"Europe"
"688",1389553,1,18,1,18,14.85,187,"Europe"
"689",1389641,1,2,1,0.75,0.62,154,"Europe"
"690",1389894,1,1.5,2,1.25,1.03,181,"Europe"
"691",1389904,0,0.1,1,0.1,0.08,219,"Europe"
"692",1389926,1,7.2,1,7.2,5.94,219,"Europe"
"693",1390033,1,2,3.5,1.75,1.44,2,"Europe"
"694",1390100,1,3.2,1,3.2,2.64,198,"Europe"
"695",1390384,1,0.5,1,0.5,0.41,187,"Europe"
"696",1390690,1,0.8,1,0.8,0.66,184,"Europe"
"697",1390696,0,0.6,1,0.6,0.5,218,"Europe"
"698",1390723,1,24,1.12,5.54,4.57,16,"Europe"
"699",1390748,1,1.6,1,1.3,1.07,208,"Europe"
"700",1390778,1,0.5,1,0.5,0.41,14,"Europe"
"701",1390883,1,0.1,1,0.1,0.08,212,"Europe"
"702",1390932,1,1,1,1,0.82,217,"Asia"
"703",1391272,1,3.2,1,3.2,2.96,199,"Europe"
"704",1391473,1,2,1,2,1.65,217,"Europe"
"705",1391519,1,4,1,4,3.3,215,"Europe"
"706",1391542,1,0.4,1,0.4,0.33,198,"Europe"
"707",1391803,1,3.3,1.19,0.52,0.43,3,"Europe"
"708",1391872,1,1,1.67,0.67,0.55,141,"Europe"
"709",1392162,1,0.3,2,0.3,0.25,29,"Europe"
"710",1392173,1,2,1,2,1.65,215,"Europe"
"711",1392179,1,1,1.25,0.52,0.43,15,"Europe"
"712",1392193,1,1,1,0.78,0.64,142,"Europe"
"713",1392409,1,1,1.33,0.7,0.58,129,"Asia"
"714",1392449,1,14.4,1,13.33,11,1,"Europe"
"715",1392653,1,12,1.25,6.8,5.61,16,"Europe"
"716",1392675,1,0.5,1,0.5,0.41,192,"Europe"
"717",1392697,1,4.2,6,1.77,1.48,52,"Europe"
"718",1392711,1,1,10,1,0.82,198,"Europe"
"719",1392910,0,0.6,1,0.6,0.5,170,"Europe"
"720",1392955,1,6.4,1,3.33,2.75,168,"Europe"
"721",1393223,1,16,1.33,8,6.6,209,"Europe"
"722",1393349,1,8,1,8,6.6,200,"Europe"
"723",1393391,1,3.2,1,3.2,2.96,213,"Asia"
"724",1393500,1,0.5,4,0.4,0.33,189,"Europe"
"725",1393503,1,0.5,1,0.5,0.41,25,"Europe"
"726",1393620,1,1.6,0.9,0.63,0.52,140,"Europe"
"727",1393645,1,16,1.08,5.85,4.91,8,"Europe"
"728",1393665,1,0.2,2,0.2,0.16,190,"Europe"
"729",1393769,1,19.2,1.5,12.05,9.94,29,"Europe"
"730",1393927,1,0.1,1,0.1,0.08,178,"Europe"
"731",1394144,1,3.2,1,3.2,2.64,217,"Europe"
"732",1394220,1,0.6,1,0.35,0.29,184,"Asia"
"733",1394573,1,8.08,1.22,2.86,2.36,185,"Europe"
"734",1394709,1,2.5,3.5,2,1.65,205,"Europe"
"735",1394725,1,51.2,1.79,18.97,15.97,2,"Europe"
"736",1394834,1,6,1,4.2,3.47,200,"Europe"
"737",1394843,1,1,1.75,0.31,0.25,183,"Europe"
"738",1394955,1,4.8,1,4,3.3,155,"Europe"
"739",1395001,1,68,1.57,11.8,9.76,2,"Europe"
"740",1395057,1,4.8,2.2,2.14,1.88,35,"Europe"
"741",1395069,0,115.2,1,115.2,95.04,217,"Europe"
"742",1395299,1,6.4,2,1.54,1.27,133,"Europe"
"743",1395469,1,6.8,1.47,3.18,2.63,129,"Europe"
"744",1395589,1,3.2,1.15,1.08,0.9,40,"Europe"
"745",1395622,1,3.2,1,2,1.65,176,"Europe"
"746",1395724,1,5.4,0.5,2.7,2.23,192,"Europe"
"747",1395819,1,0.5,1,0.5,0.41,18,"Europe"
"748",1395825,0,54,1,21,17.32,201,"Europe"
"749",1395909,1,1.6,1,0.74,0.62,9,"Europe"
"750",1396049,1,4.8,2,4.8,3.96,213,"Europe"
"751",1396318,1,0.5,1,0.5,0.41,202,"Europe"
"752",1396378,0,2,1.8,1.16,0.96,10,"Europe"
"753",1396513,1,9.6,1,6.8,5.61,154,"Europe"
"754",1396577,1,1.6,1,1,0.82,88,"Europe"
"755",1396721,1,4,1,3.6,2.97,209,"Europe"
"756",1396795,1,2,1,2,1.65,201,"Europe"
"757",1396876,1,0.6,1,0.6,0.5,196,"Europe"
"758",1396892,1,28.8,1,28.8,23.76,169,"Europe"
"759",1396906,1,5,3,5,4.12,87,"Europe"
"760",1397211,0,1.6,1,1.6,1.32,189,"Europe"
"761",1397305,1,0.1,1,0.1,0.08,154,"Europe"
"762",1397320,1,13.5,0.67,6.63,5.47,67,"Europe"
"763",1397403,1,0.5,1,0.5,0.41,205,"Europe"
"764",1397431,1,0.3,1,0.3,0.25,114,"Europe"
"765",1397543,1,1.5,1.2,0.62,0.51,3,"Europe"
"766",1397562,1,3.2,1,1.05,0.87,42,"Asia"
"767",1397691,1,1.8,1,1.8,1.49,127,"Europe"
"768",1397848,1,2,1,2,1.65,108,"Europe"
"769",1397859,1,0.8,1,0.8,0.66,8,"Europe"
"770",1398011,1,83.2,2.25,34.4,28.38,168,"Europe"
"771",1398012,1,6.5,1.1,1.04,0.86,2,"Europe"
"772",1398087,1,4,1,1.5,1.24,213,"Europe"
"773",1398105,1,3.2,0.95,0.77,0.67,32,"Europe"
"774",1398116,1,1,1,1,0.82,213,"Asia"
"775",1398171,1,0.8,1,0.8,0.66,15,"Europe"
"776",1398222,1,13.2,3,3.4,2.81,5,"Europe"
"777",1398349,1,3.2,1,2.33,2,162,"Europe"
"778",1398443,1,2,1,2,1.65,210,"Europe"
"779",1398566,1,1.6,1,1.6,1.32,162,"Europe"
"780",1398644,0,6.4,0.67,2.4,1.98,204,"Asia"
"781",1398690,1,72,0.5,36,29.7,3,"Europe"
"782",1398716,1,0.4,4,0.4,0.33,1,"Europe"
"783",1398739,0,0.5,1,0.5,0.41,173,"Europe"
"784",1398989,1,1.3,1.09,0.49,0.41,18,"Europe"
"785",1399123,1,1,1,1,0.82,189,"Asia"
"786",1399289,1,2,1,2,1.65,207,"Europe"
"787",1399290,1,0.5,1,0.3,0.25,207,"Europe"
"788",1399334,1,0.1,1,0.1,0.08,212,"Europe"
"789",1399506,1,3.2,1,3.2,2.64,84,"Europe"
"790",1399738,1,1,2,1,0.82,202,"Europe"
"791",1400103,1,0.8,1,0.45,0.41,119,"Europe"
"792",1400214,0,0.5,1,0.5,0.41,215,"Europe"
"793",1400262,1,5.4,1.86,1.07,0.89,28,"Europe"
"794",1400323,1,6.4,1,3.11,2.57,184,"Europe"
"795",1400373,1,0.8,1,0.4,0.34,145,"Europe"
"796",1400375,1,0.1,1,0.1,0.09,171,"Europe"
"797",1400421,1,6,1,2.33,1.92,117,"Europe"
"798",1400425,1,0.5,1,0.21,0.17,107,"Europe"
"799",1400502,1,2,1.5,1.1,0.91,162,"Europe"
"800",1400513,1,2.4,1.14,0.75,0.62,28,"Europe"
"801",1400563,0,2,1,2,1.65,216,"Europe"
"802",1400678,1,8,1,2.94,2.46,32,"Europe"
"803",1400702,1,0.5,1,0.3,0.25,184,"Europe"
"804",1400705,1,24.3,0.8,12.42,10.25,56,"Europe"
"805",1400772,1,4,1,4,3.3,5,"Europe"
"806",1400795,1,1.9,1.82,0.84,0.72,24,"Europe"
"807",1400863,1,1.6,1,1.05,0.87,163,"Europe"
"808",1400892,1,68,1.05,21.29,17.82,152,"Europe"
"809",1400922,0,0.2,2,0.2,0.16,210,"Europe"
"810",1400923,1,4.8,1,2.68,2.31,38,"Europe"
"811",1400992,1,16,1,8.05,6.64,191,"Europe"
"812",1401137,1,10,1.67,9.2,7.59,152,"Europe"
"813",1401180,1,95.9,4.09,9.22,8.03,6,"Europe"
"814",1401190,1,35.2,25.45,11.23,9.26,81,"Europe"
"815",1401225,1,4,4.5,2.25,1.86,2,"Europe"
"816",1401232,1,1.6,1,0.62,0.52,51,"Europe"
"817",1401327,1,0.5,1,0.5,0.41,204,"Europe"
"818",1401355,1,32,1,6,4.95,165,"Europe"
"819",1401388,1,6,1,6,4.95,216,"Asia"
"820",1401433,1,1.5,1,1.5,1.24,214,"Europe"
"821",1401436,1,2,0.94,0.57,0.47,1,"Europe"
"822",1401511,1,0.5,1,0.33,0.27,73,"Europe"
"823",1401659,1,1.7,2,1.7,1.4,100,"Europe"
"824",1401680,1,1,1,1,0.82,201,"Asia"
"825",1401779,1,6.4,0.5,3.2,2.64,159,"Europe"
"826",1401802,1,5,1.43,0.75,0.62,92,"Europe"
"827",1401894,1,0.1,1,0.1,0.09,185,"Europe"
"828",1401934,1,0.8,0.75,0.35,0.29,204,"Europe"
"829",1401965,1,1.8,2.25,0.72,0.6,196,"Europe"
"830",1401979,1,2.5,3.5,1.4,1.16,212,"Europe"
"831",1401983,1,0.5,1,0.5,0.41,215,"Europe"
"832",1402046,1,1,1,0.52,0.43,208,"Europe"
"833",1402062,1,12.8,1,4.44,3.79,2,"Europe"
