"","UserID","Gender","max_stakes","mean_stakes","mean_bets","mean_winnings","LOS","Continent"
"3178",1354261,0,99.6,49.8,18,79.8,115,"Europe"
"3179",1354290,1,1526,1526,45,1503,185,"Europe"
"3180",1354305,0,117,32.67,28.33,30.58,215,"Asia"
"3181",1354314,0,305,235,103,200.5,193,"Europe"
"3182",1354320,0,34.93,6.46,11.36,6.44,55,"Europe"
"3183",1354338,0,135.08,91.6,227,79.13,223,"Europe"
"3184",1354342,0,105.25,72.08,82.67,72.75,229,"Europe"
"3185",1354347,0,1305,757.1,80,698.3,213,"Europe"
"3186",1354368,0,4,4,4,3,196,"Asia"
"3187",1354372,0,48,29,5.5,30,184,"Europe"
"3188",1354378,1,25.54,25.54,7,16.8,230,"Europe"
"3189",1354381,0,0,0,3,0,230,"Europe"
"3190",1354416,0,2,2,2,0,223,"Europe"
"3191",1354421,0,610,134.67,22.5,107,220,"Europe"
"3192",1354427,1,1,0.38,1.75,0.31,1,"Europe"
"3193",1354436,0,20,20,4,15,230,"Europe"
"3194",1354438,0,736,307.5,173,268.38,124,"Europe"
"3195",1354446,0,212.5,80.83,81,73.5,47,"Europe"
"3196",1354454,0,227.5,157.88,75.5,128.5,219,"Europe"
"3197",1354457,0,304.5,114.8,94.2,109,221,"Europe"
"3198",1354471,0,360,159,123,180.33,228,"Europe"
"3199",1354474,0,691.5,207.1,64.2,202,217,"Europe"
"3200",1354482,1,4251.93,608.9,66.51,587.82,98,"Europe"
"3201",1354485,1,200,46.46,39.42,37.68,23,"Europe"
"3202",1354508,0,1674.5,224.04,5.85,214.95,86,"Europe"
"3203",1354526,0,199.5,104.5,94,112.17,1,"Europe"
"3204",1354566,0,17,17,16,7,230,"Europe"
"3205",1354617,0,269,128.4,64.4,132.7,210,"Europe"
"3206",1354618,0,20,11,1.8,16,1,"Europe"
"3207",1354635,0,142,142,28,120,217,"Europe"
"3208",1354642,1,3.2,1.26,0.71,1.04,152,"Europe"
"3209",1354655,0,19.5,19.5,25,10,7,"Europe"
"3210",1354685,0,813,539.5,151.5,509.75,229,"Europe"
"3211",1354703,0,62,32.67,23.33,21.33,21,"Europe"
"3212",1354728,0,72.77,72.77,55,63.77,230,"Europe"
"3213",1354753,0,110,110,14.2,23.51,214,"Europe"
"3214",1354781,0,89.5,53.83,37.33,62.83,97,"Europe"
"3215",1354786,0,104.5,48.83,49,40.5,57,"Europe"
"3216",1354796,0,4676,1407.43,11.86,951.43,204,"Europe"
"3217",1354802,0,103,103,10,44,120,"Asia"
"3218",1354811,1,0.51,0.2,1,0.17,92,"Europe"
"3219",1354814,0,720.63,324.14,78.25,303.07,4,"Asia"
"3220",1354824,0,2025,393.11,32.56,385,12,"Europe"
"3221",1354856,0,3.6,1.85,1.5,1.53,126,"Asia"
"3222",1354858,0,62.84,31.92,52.5,20.63,225,"Europe"
"3223",1354865,0,306.85,306.85,460,244.35,227,"Asia"
"3224",1354911,0,247.65,58.13,186.21,53.58,66,"Europe"
"3225",1354917,0,30,19,3,0,72,"Europe"
"3226",1354922,0,494.5,100.56,101.12,91.53,76,"Europe"
"3227",1354924,0,2,2,4,1.25,179,"Europe"
"3228",1354926,0,49,49,41,49.5,217,"Europe"
"3229",1354929,0,4.4,4.4,1,3.2,213,"Europe"
"3230",1354933,0,0,0,2,0,228,"Europe"
"3231",1354965,0,794.84,126.55,351.38,126.71,186,"Europe"
"3232",1354973,0,4.18,4.18,219,1.18,80,"Europe"
"3233",1354976,0,1629,362.58,90.08,350.58,68,"Asia"
"3234",1354996,1,1.8,0.9,0.5,0.74,215,"Europe"
"3235",1355028,0,896,397.83,3.5,315.67,194,"Europe"
"3236",1355034,0,4.01,4.01,8,1.14,230,"Asia"
"3237",1355047,0,498,139.44,131.78,142.67,1,"Europe"
"3238",1355064,0,3,3,5,1,228,"Europe"
"3239",1355081,0,1528,552,7,522.25,223,"Europe"
"3240",1355129,1,3.2,1.37,1,1.13,210,"Europe"
"3241",1355136,1,0.1,0.1,1,0.08,16,"Europe"
"3242",1355152,0,10,10,2,0,230,"Europe"
"3243",1355199,0,298,298,22,248,230,"Europe"
"3244",1355209,0,1075.65,108.8,65.92,100.68,125,"Asia"
"3245",1355210,0,14.13,14.13,18,9.44,218,"Asia"
"3246",1355222,1,2137.49,601.8,601.59,542.36,149,"Europe"
"3247",1355248,1,2.1,1.3,1.5,1.07,222,"Europe"
"3248",1355258,0,79,60.75,57,52.25,207,"Europe"
"3249",1355259,0,892.1,102.9,66.24,96.58,111,"Asia"
"3250",1355260,1,797.95,169.37,43.83,168.9,225,"Europe"
"3251",1355282,0,866,134.56,28.92,131.15,3,"Europe"
"3252",1355289,0,3170,907.61,180.5,882.11,64,"Europe"
"3253",1355309,0,231,63.92,51.08,63.19,205,"Asia"
"3254",1355314,0,105,23.67,16.67,22.5,201,"Europe"
"3255",1355319,0,34.5,13.2,12.6,10,45,"Europe"
"3256",1355323,1,2.4,1.08,1,0.89,119,"Europe"
"3257",1355325,0,8220.17,1225.73,310.03,1174.11,185,"Asia"
"3258",1355332,0,5,5,1,0,226,"Asia"
"3259",1355337,0,124.5,87.25,11.5,81.5,121,"Europe"
"3260",1355356,0,108,40.77,22.62,35.51,105,"Europe"
"3261",1355366,0,1109.5,561,241.67,500.44,215,"Asia"
"3262",1355392,0,1829,621.81,342.33,497.99,219,"Europe"
"3263",1355393,0,113.75,113.75,27,123.75,230,"Europe"
"3264",1355398,0,222,86.14,39.14,78.14,191,"Europe"
"3265",1355408,0,143.65,143.65,67,128.93,81,"Europe"
"3266",1355421,0,120.5,71.25,66.5,51.25,217,"Europe"
"3267",1355428,0,424.25,411.25,318.25,387,222,"Europe"
"3268",1355441,0,1,1,1,1,175,"Europe"
"3269",1355447,0,139,42.75,40.75,40.12,221,"Asia"
"3270",1355487,0,0,0,1,0,225,"Europe"
"3271",1355513,0,818.85,265.53,117,270.65,25,"Europe"
"3272",1355514,0,3816,597.66,149.71,585.15,2,"Europe"
"3273",1355518,0,2395.25,777.83,12,808.88,138,"Europe"
"3274",1355525,0,638,638,110,517,98,"Europe"
"3275",1355528,0,2888.5,646.97,6.62,613.44,3,"Europe"
"3276",1355533,0,70,64.17,2.67,37.5,34,"Europe"
"3277",1355539,0,2,1,1.5,5,50,"Europe"
"3278",1355541,0,0.99,0.99,1,0,228,"Europe"
"3279",1355545,0,2913.5,2913.5,179,2924,224,"Europe"
"3280",1355562,0,56,16.59,13.42,11.26,1,"Europe"
"3281",1355582,0,370.75,79.11,13.43,75.96,227,"Europe"
"3282",1355614,0,2562.5,1017.73,110.69,952.11,110,"Europe"
"3283",1355653,0,7691,7691,861,7305,230,"Europe"
"3284",1355705,0,32.49,32.49,14,32.49,61,"Europe"
"3285",1355720,0,645.01,233.8,28,112.86,218,"Europe"
"3286",1355755,0,2401.5,989,49,894.92,224,"Europe"
"3287",1355765,0,103,103,82,74,226,"Asia"
"3288",1355778,0,2054.5,574.37,272.89,577.05,1,"Europe"
"3289",1355782,0,195.5,53.3,29.4,46.4,149,"Europe"
"3290",1355788,0,28,28,28,23.5,203,"Europe"
"3291",1355789,0,0,0,2.33,0,20,"Europe"
"3292",1355793,0,1,1,1,0,215,"Europe"
"3293",1355824,0,60,60,3,60,100,"Europe"
"3294",1355825,0,213.63,145.9,126.75,130.91,204,"Europe"
"3295",1355837,1,12.8,2.86,1,2.38,2,"Europe"
"3296",1355860,0,615.7,303.91,294,286.51,62,"Europe"
"3297",1355921,0,5,5,1,0,209,"Europe"
"3298",1355932,0,212.75,212.75,157,203.75,215,"Europe"
"3299",1355959,0,9.6,5.67,1,4.67,21,"Europe"
"3300",1355964,0,127,78,63.5,77.5,225,"Europe"
"3301",1355966,0,73.88,41.39,39.33,28.14,165,"Europe"
"3302",1355977,0,14000,3901.67,253.56,3814.78,192,"Europe"
"3303",1355985,0,1,1,2,0.5,35,"Europe"
"3304",1355997,0,129.1,61.3,40,52.72,202,"Asia"
"3305",1356025,0,2627,1038.33,276.33,1004.33,216,"Asia"
"3306",1356034,1,1353.5,544.3,20.2,484.65,137,"Europe"
"3307",1356036,1,463.07,31.24,15.12,29.89,15,"Europe"
"3308",1356039,0,98,98,35,67,226,"Europe"
"3309",1356131,0,172.86,172.86,1495,152.86,34,"Europe"
"3310",1356163,0,1077.5,563.75,86,524,146,"Europe"
"3311",1356173,0,594.5,189.79,148.27,197.2,17,"Europe"
"3312",1356181,0,9.5,9.5,10,5,127,"Asia"
"3313",1356186,0,95.5,43.71,38,28.42,207,"Europe"
"3314",1356199,0,29.86,29.86,26,20.86,215,"Europe"
"3315",1356212,0,415,222.25,55.5,198.22,101,"Europe"
"3316",1356246,0,488,279.5,30.6,249.9,217,"Europe"
"3317",1356247,0,1053.5,494.16,3.86,454.71,214,"Europe"
"3318",1356256,0,23,9,6.33,5.44,211,"Europe"
"3319",1356258,0,285.5,99.38,1.75,94.81,215,"Europe"
"3320",1356264,0,12,12,10,10,227,"Europe"
"3321",1356268,0,19,19,8,1,168,"Europe"
"3322",1356272,0,16.5,9.75,8.5,6,148,"Europe"
"3323",1356276,0,30250,9508.6,325.31,9166.73,151,"Europe"
"3324",1356317,1,335.45,48.7,6.5,42.98,230,"Europe"
"3325",1356340,0,23.4,23.4,11,17.25,51,"Europe"
"3326",1356359,0,11530.11,1424.72,574.2,1354.88,124,"Europe"
"3327",1356365,0,252,233.75,7,226,170,"Europe"
"3328",1356366,0,16,11,13,9.31,224,"Europe"
"3329",1356372,0,252,252,54,194,225,"Europe"
"3330",1356378,0,77,38.75,71,23.75,229,"Europe"
"3331",1356379,0,47.75,47.75,91,41.75,94,"Europe"
"3332",1356383,0,0.52,0.52,1,0,186,"Europe"
"3333",1356389,0,3951,1798,24.57,1796.71,229,"Europe"
"3334",1356395,0,247.97,84.08,52.12,76.37,227,"Asia"
"3335",1356396,0,262.5,108.5,42.67,92.83,72,"Europe"
"3336",1356406,1,20091.18,1343.19,157.13,1189.2,127,"Europe"
"3337",1356414,1,28,28,11,18,134,"Europe"
"3338",1356423,0,245,101.19,110.75,94.19,102,"Europe"
"3339",1356424,0,4789.4,1715.7,974.53,1635.76,226,"Europe"
"3340",1356426,0,30,30,18,10,158,"Europe"
"3341",1356433,0,1064,317.29,235.29,303.57,40,"Europe"
"3342",1356459,0,1.5,1.5,6,0.75,201,"Europe"
"3343",1356460,0,744.76,654.13,54,548.03,229,"Europe"
"3344",1356469,0,44.5,44.5,86,32.25,209,"Europe"
"3345",1356471,0,159,79.5,4,70.25,229,"Europe"
"3346",1356481,0,3,3,3,1,216,"Europe"
"3347",1356493,1,232,62.21,116.67,55.82,224,"Europe"
"3348",1356497,0,0,0,5,0,186,"Europe"
"3349",1356500,0,2931,1693,377,1495,229,"Asia"
"3350",1356507,1,38.64,11.54,18.5,6.13,213,"Asia"
"3351",1356519,0,9,9,1,8,230,"Europe"
"3352",1356567,0,660,440,39.5,401,220,"Europe"
"3353",1356569,0,53.25,14.69,58.46,14.75,73,"Europe"
"3354",1356578,0,701,123.45,37.2,109.45,97,"Europe"
"3355",1356628,0,5,5,2,0,59,"Europe"
"3356",1356646,1,22.96,14.58,20.5,11.37,197,"Europe"
"3357",1356662,0,0.94,0.78,1.67,0.16,127,"Europe"
"3358",1356668,0,217.12,126.6,129.33,93.25,12,"Europe"
"3359",1356674,0,1.45,1.45,29,0.45,24,"Europe"
"3360",1356675,0,35,35,4,15,228,"Europe"
"3361",1356687,0,2721.07,265.77,258.11,234.67,77,"Europe"
"3362",1356693,0,0,0,1,0,209,"Europe"
"3363",1356712,0,259.5,141.25,72,122.25,151,"Europe"
"3364",1356721,0,258.75,150.57,70.5,137.45,215,"Europe"
"3365",1356724,0,63,63,21,36,230,"Europe"
"3366",1356727,1,1.6,0.54,4.71,0.45,12,"Europe"
"3367",1356743,0,34.49,12.98,13.83,9.9,229,"Asia"
"3368",1356744,0,345.63,186.77,2.9,178.01,124,"Europe"
"3369",1356761,0,73,73,225,48,219,"Europe"
"3370",1356798,0,19,19,19,14.5,228,"Europe"
"3371",1356811,0,2221,484.59,45.44,433.84,131,"Europe"
"3372",1356815,0,156.5,156.5,47,127,143,"Europe"
"3373",1356823,0,23063.45,4875.11,13.93,4545.59,123,"Europe"
"3374",1356829,0,12129.5,6138,11.5,6049.5,155,"Europe"
"3375",1356831,0,35,17.92,14.33,4.92,134,"Europe"
"3376",1356833,0,263,263,6,233,229,"Europe"
"3377",1356844,0,593,214.2,2.4,213.1,221,"Europe"
"3378",1356852,0,128,99,20.5,80,226,"Europe"
"3379",1356853,0,84.25,19.99,61.58,14.06,223,"Europe"
"3380",1356892,0,89.07,44.53,15.5,82.74,174,"Europe"
"3381",1356897,0,202,195.25,1,134,148,"Europe"
"3382",1356899,0,21,10,7.67,5.04,87,"Europe"
"3383",1356903,0,747,285.75,241.75,279.12,220,"Europe"
"3384",1356914,0,37.5,19.1,24.6,11.17,99,"Europe"
"3385",1356920,0,1054.5,1054.5,212,993.5,159,"Europe"
"3386",1356925,1,9.6,2.69,1.08,2.22,5,"Europe"
"3387",1356946,0,94.36,94.36,16,79.69,48,"Europe"
"3388",1356954,0,29.5,29.5,20,34.5,57,"Europe"
"3389",1356958,0,230,74.07,36,73.08,196,"Europe"
"3390",1356968,0,5984.75,774.45,247.33,713.61,138,"Europe"
"3391",1356970,0,34.32,34.32,29,23.52,219,"Europe"
"3392",1356985,0,2297.25,754.81,171.75,683.75,226,"Asia"
"3393",1357009,0,318,210,33.5,235.5,162,"Asia"
"3394",1357016,0,175,34.77,17.27,28.77,73,"Asia"
"3395",1357030,0,4.54,4.54,4,4.31,209,"Asia"
"3396",1357041,0,60,60,6,25,213,"Europe"
"3397",1357052,0,10,10,2,0,40,"Europe"
"3398",1357054,0,8184.16,1372.41,208.34,1272.08,87,"Asia"
"3399",1357055,0,482,482,58,412,228,"Europe"
"3400",1357058,0,15,9,8.5,6.39,79,"Asia"
"3401",1357075,0,20,20,7,12,219,"Europe"
"3402",1357078,0,46708.65,8327.76,953.12,7753.78,1,"Europe"
"3403",1357082,0,64.09,34.03,19.5,24.29,219,"Asia"
"3404",1357105,0,541.01,112.38,50,92.18,203,"Europe"
"3405",1357113,0,137,43.33,43.33,44.5,206,"Europe"
"3406",1357120,0,470.71,157.75,91.5,143.5,83,"Europe"
"3407",1357151,1,340,174.5,42.97,115.86,145,"Europe"
"3408",1357156,0,40,40,8,20,229,"Europe"
"3409",1357163,0,1205,1205,1,210,229,"Europe"
"3410",1357187,0,272,191,6,175.25,227,"Europe"
"3411",1357189,0,539.57,351.05,52,312.69,228,"Europe"
"3412",1357196,1,1516,634,20.4,607.5,144,"Europe"
"3413",1357202,0,3749,1942,248.5,1859.5,221,"Europe"
"3414",1357215,1,147.58,147.58,127,424.42,134,"Asia"
"3415",1357227,0,1031,278.49,144.14,281.22,145,"Europe"
"3416",1357233,0,3584,1311.82,55.29,1225.5,228,"Europe"
"3417",1357238,0,2696,450.88,38,438,216,"Europe"
"3418",1357269,0,56.23,43.86,81.5,29.34,225,"Asia"
"3419",1357271,0,1921.75,435.32,72.78,425.25,138,"Europe"
"3420",1357278,0,117.78,54.3,82,44.57,218,"Europe"
"3421",1357281,0,5,3.5,1.5,0,135,"Asia"
"3422",1357285,0,2305.5,1889.25,360.5,1724.25,214,"Europe"
"3423",1357289,0,1301,586.77,166.36,535.73,73,"Europe"
"3424",1357294,1,16239.75,5189.11,203,5021.12,229,"Europe"
"3425",1357300,0,592.5,417.5,85.5,377.5,227,"Europe"
"3426",1357316,0,5,5,1,0,229,"Europe"
"3427",1357367,0,705,705,84,565,204,"Europe"
"3428",1357376,0,2,2,2,0,221,"Asia"
"3429",1357380,0,432,216.5,186.5,201.47,228,"Europe"
"3430",1357396,0,11.8,7.99,8.5,2.68,192,"Asia"
"3431",1357406,0,126,126,19,108.95,193,"Europe"
"3432",1357423,0,329,114.17,110.83,108.64,9,"Europe"
"3433",1357449,1,0.8,0.46,1,0.38,155,"Europe"
"3434",1357461,1,35.06,15.2,25.2,12.85,196,"Europe"
"3435",1357500,0,254.5,120.54,54.13,105.24,109,"Europe"
"3436",1357501,0,5719,1406.76,58.17,1303.32,25,"Europe"
"3437",1357506,0,13.55,13.55,2,0,184,"Europe"
"3438",1357507,0,1285,300.54,174.39,296.03,170,"Europe"
"3439",1357515,0,3082,1258.38,2.67,1254.36,214,"Europe"
"3440",1357574,0,993.5,619.12,195.75,579.5,213,"Asia"
"3441",1357590,1,0.5,0.5,1,0.41,172,"Europe"
"3442",1357591,0,40,40,40,20.61,132,"Europe"
"3443",1357593,0,8721.5,1799.54,3.77,1597.77,15,"Europe"
"3444",1357594,0,28.44,10.5,15.49,8.08,142,"Europe"
"3445",1357596,0,519.5,385.5,271.5,343,228,"Europe"
"3446",1357598,0,404,338.25,552.5,273.88,229,"Europe"
"3447",1357609,0,422,192.62,107,152.69,221,"Europe"
"3448",1357611,0,453,166,117,155.83,228,"Asia"
"3449",1357634,0,22,22,24,11.5,229,"Europe"
"3450",1357643,0,1811,764.5,18.75,736.88,80,"Europe"
"3451",1357655,0,1417,504.47,129.05,476.55,223,"Europe"
"3452",1357665,0,447.25,295.5,138,216.75,204,"Europe"
"3453",1357680,0,423.01,233.97,289.4,204.93,220,"Europe"
"3454",1357709,0,5.43,5.43,9,3.46,225,"Europe"
"3455",1357711,0,2426,1900.5,221.5,1845,226,"Asia"
"3456",1357724,0,5,2.33,2.67,1.8,112,"Asia"
"3457",1357725,0,48.5,48.5,19,40.52,229,"Europe"
"3458",1357730,0,2.48,2.48,4,1.24,81,"Asia"
"3459",1357736,1,0.8,0.65,1,0.54,183,"Europe"
"3460",1357737,0,528,209.54,269.17,174.21,116,"Europe"
"3461",1357750,1,0.5,0.5,1,0.41,229,"Europe"
"3462",1357786,0,936.9,537.08,48.25,390.11,229,"Europe"
"3463",1357808,0,16245.5,4033.7,294,3943.62,197,"Europe"
"3464",1357811,0,7002,1363.28,388.62,1332.08,224,"Europe"
"3465",1357813,0,46.64,25.94,31.67,26.4,43,"Europe"
"3466",1357818,0,58,38.75,35,36.75,117,"Europe"
"3467",1357822,0,131,32.9,28,27.3,225,"Europe"
"3468",1357824,0,545.5,545.5,88,505,2,"Europe"
"3469",1357827,1,0.1,0.1,1,0.08,149,"Europe"
"3470",1357846,0,8.25,5.75,21,3.25,59,"Europe"
"3471",1357847,0,1134,1134,5,1134,229,"Europe"
"3472",1357853,0,136,128.5,69,102.25,226,"Europe"
"3473",1357861,0,1310,1310,903,1277,227,"Asia"
"3474",1357918,0,1917.63,1340.87,879,1286.02,27,"Europe"
"3475",1357951,0,0.4,0.18,1,0.14,154,"Europe"
"3476",1357961,0,19617.75,4000.8,304.82,3756.25,228,"Europe"
"3477",1357974,1,466.3,75.29,34.46,64.98,208,"Europe"
"3478",1357983,0,1596,588.8,31.7,611.17,65,"Europe"
"3479",1357997,1,27,27,23,18.5,169,"Europe"
"3480",1358001,0,619,244.75,22,168.83,207,"Europe"
"3481",1358033,0,31569,6656.67,217.33,6414.12,170,"Europe"
"3482",1358043,0,131.71,44.12,11.22,44.83,158,"Europe"
"3483",1358063,0,113,69.2,41,47.9,177,"Europe"
"3484",1358071,0,613,99.17,34,94.19,160,"Europe"
"3485",1358081,0,38,21,21.5,19.5,182,"Europe"
"3486",1358090,0,0.99,0.99,2,0,228,"Europe"
"3487",1358094,1,1.2,1.2,1,0.99,227,"Europe"
"3488",1358141,0,9.61,9.61,8,3.6,227,"Asia"
"3489",1358145,0,32,10.2,8,10,219,"Europe"
"3490",1358163,1,72994,6204.07,308.98,5886.71,225,"Europe"
"3491",1358165,0,175,44.09,21.23,39.05,39,"Europe"
"3492",1358171,1,910.69,170.69,67.86,149.21,200,"Europe"
"3493",1358172,0,45,23.5,2.5,7.5,225,"Europe"
"3494",1358199,0,4,4,2,0,217,"Europe"
"3495",1358200,0,2,2,8,0,229,"Europe"
"3496",1358213,0,452.7,75.45,3.5,50.45,149,"Europe"
"3497",1358234,0,258,49.5,10.19,46.29,153,"Europe"
"3498",1358275,0,6,4.12,16.5,2.12,222,"Europe"
"3499",1358317,0,1659,348.12,58.75,311.25,228,"Europe"
"3500",1358335,0,58.17,58.17,57,37.72,226,"Europe"
"3501",1358338,0,101,101,11,62,229,"Europe"
"3502",1358341,0,23,7.75,4.5,8.02,212,"Europe"
"3503",1358364,0,2,2,2,1.95,180,"Europe"
"3504",1358387,0,966,172.16,23.86,168.51,10,"Europe"
"3505",1358402,0,102,25.4,27.2,17.35,191,"Europe"
"3506",1358409,0,982,398.08,200.67,391.42,207,"Europe"
"3507",1358433,0,2393,581.45,103.24,524.66,108,"Europe"
"3508",1358440,0,7,7,7,5.5,227,"Asia"
"3509",1358445,0,138.25,39.47,3.88,36.06,192,"Europe"
"3510",1358446,0,440,252.45,106.2,239.77,2,"Europe"
"3511",1358451,0,1776.45,171.37,6.27,168.32,19,"Europe"
"3512",1358471,1,675.06,675.06,628,549.64,223,"Europe"
"3513",1358489,0,376.05,194.87,20,176.06,36,"Europe"
"3514",1358490,0,5.5,5.5,3,0,35,"Europe"
"3515",1358511,0,876.5,316.91,147.2,290.81,111,"Europe"
"3516",1358537,0,16.71,5.24,6.6,5.23,215,"Europe"
"3517",1358549,0,68.25,56.38,50.5,47,223,"Europe"
"3518",1358556,1,21.5,18.5,24.75,18.63,200,"Europe"
"3519",1358564,0,31,31,14,38,69,"Europe"
"3520",1358578,0,9325.5,1411.26,9,1410.76,31,"Europe"
"3521",1358581,0,1113,488.35,230.4,451.39,130,"Europe"
"3522",1358605,0,97,97,17,85,76,"Europe"
"3523",1358617,0,568,568,99,343.5,151,"Europe"
"3524",1358620,0,219.8,83.8,136,70.83,221,"Europe"
"3525",1358631,0,1152.5,1152.5,426,1018.5,229,"Europe"
"3526",1358633,0,122.5,33.42,7.83,32.83,200,"Europe"
"3527",1358646,0,3978,879.84,5.79,826.88,1,"Europe"
"3528",1358649,0,7,7,1,2,205,"Europe"
"3529",1358658,1,1.6,1.6,1,1.48,112,"Europe"
"3530",1358667,0,535,300,46.5,265.75,205,"Europe"
"3531",1358696,0,73,24.8,24.8,21.56,192,"Europe"
"3532",1358715,0,143.76,109.12,60.5,68.8,227,"Asia"
"3533",1358740,0,237,118.17,66,94.83,167,"Asia"
"3534",1358753,0,15.11,7.35,5,5.06,222,"Asia"
"3535",1358754,1,24.55,17.64,83,7.66,62,"Europe"
"3536",1358776,0,86.5,56.06,1.88,47.62,160,"Europe"
"3537",1358808,1,521,179.88,81.62,167.94,213,"Europe"
"3538",1358813,0,211,211,30,161,166,"Europe"
"3539",1358853,0,61,61,36,33.5,120,"Europe"
"3540",1358864,0,26547,10930.6,1074.4,10773.3,190,"Europe"
"3541",1358875,0,6980.5,2556.03,408.44,2365.25,229,"Europe"
"3542",1358888,0,18581.5,3155.82,585.36,3057,229,"Europe"
"3543",1358900,0,147.85,101.55,20.5,68.4,43,"Europe"
"3544",1358913,0,4.24,3.71,70.67,2.05,221,"Asia"
"3545",1358919,0,4750,2387.5,279,2466.25,138,"Asia"
"3546",1358930,1,4,4,1,3.3,215,"Europe"
"3547",1358963,0,96,96,19,70,146,"Europe"
"3548",1358973,1,141.5,141.5,138,129,223,"Asia"
"3549",1358985,0,53,45,14,46.75,228,"Europe"
"3550",1358992,0,1090,513.86,3.71,545,4,"Europe"
"3551",1359001,0,2387,376.23,61.3,354.83,145,"Europe"
"3552",1359008,0,3125.95,930.39,463.21,902.23,147,"Europe"
"3553",1359038,0,122.25,32.1,37.2,24.7,222,"Europe"
"3554",1359042,0,5.75,5.75,2,3.75,171,"Europe"
"3555",1359050,0,20,20,3,40,9,"Europe"
"3556",1359061,1,35,12.8,4.82,3.68,174,"Europe"
"3557",1359080,1,4,4,1,3.3,16,"Europe"
"3558",1359084,0,2655.87,1465.78,200.5,1501.85,19,"Europe"
"3559",1359094,0,5.09,5.09,12,1.25,138,"Europe"
"3560",1359111,0,72,58.67,52,30.02,212,"Europe"
"3561",1359118,0,146,146,15,99,229,"Europe"
"3562",1359126,0,78.5,78.5,77,66,79,"Europe"
"3563",1359140,0,120.5,120.5,8,111.5,211,"Europe"
"3564",1359141,0,957.33,280.62,291.17,269.02,212,"Europe"
"3565",1359148,0,363.5,65.72,53.67,64.24,135,"Asia"
"3566",1359166,0,23.44,23.44,14,4,229,"Europe"
"3567",1359168,0,340,115.29,118.71,92.86,210,"Europe"
"3568",1359170,0,559.5,559.5,24.67,544,195,"Europe"
"3569",1359172,1,0.1,0.1,1,0.08,36,"Europe"
"3570",1359184,0,12679.5,872.49,123.12,894.23,129,"Europe"
"3571",1359211,0,13.5,13.5,47,18,146,"Europe"
"3572",1359218,0,893,655.88,272.25,629.38,225,"Asia"
"3573",1359219,0,79.62,40.62,20.33,26.94,213,"Europe"
"3574",1359223,0,202.3,131.48,119.33,116.73,78,"Europe"
"3575",1359227,0,292,281.67,14,199.17,132,"Europe"
"3576",1359239,0,4,4,4,1.95,223,"Asia"
"3577",1359241,0,774,414.5,32.5,404.5,228,"Europe"
"3578",1359246,1,1.6,1.55,1.5,1.28,214,"Europe"
"3579",1359253,1,655.7,190.22,154.33,175.16,222,"Asia"
"3580",1359261,0,396.5,213.25,213.5,197.75,168,"Europe"
"3581",1359263,0,351.5,158.4,135.2,144.6,24,"Europe"
"3582",1359303,0,242.5,242.5,36,250,138,"Europe"
"3583",1359305,0,1491.25,597.23,277.67,508.68,15,"Europe"
"3584",1359306,0,5507,3027.14,28.29,2921.71,214,"Europe"
"3585",1359308,0,212.28,212.28,108,189.78,214,"Europe"
"3586",1359313,0,15746.19,7046.89,1635,6397.63,228,"Europe"
"3587",1359317,0,6822.5,3034.67,975.56,2940.83,216,"Europe"
"3588",1359318,0,2638.5,408.03,138,393.51,102,"Europe"
"3589",1359342,0,1041,275.21,3.17,263.1,1,"Europe"
"3590",1359345,0,7753.5,4108,273,3878.25,225,"Europe"
"3591",1359348,0,221,72.27,20.2,64.84,21,"Europe"
"3592",1359351,0,978,219.84,77.22,202.74,193,"Europe"
"3593",1359359,0,839.75,839.75,7,676.5,228,"Europe"
"3594",1359367,0,1675.5,904.68,104.43,947.59,165,"Europe"
"3595",1359369,0,1,1,1,0,167,"Europe"
"3596",1359376,0,1655.77,189.13,6.85,171.92,116,"Europe"
"3597",1359382,0,80,17.35,18.56,15.82,142,"Asia"
"3598",1359391,0,5271,5271,63,4596,228,"Europe"
"3599",1359400,0,510,290,18.5,247.5,219,"Europe"
"3600",1359405,0,654.15,160.5,65,138.2,211,"Europe"
"3601",1359409,1,32,6.54,1.62,5.39,162,"Europe"
"3602",1359421,0,55,26.33,16,25.17,224,"Americas"
"3603",1359434,0,866.5,464.75,233.67,468.8,228,"Europe"
"3604",1359436,0,876,475,27.5,436,226,"Europe"
"3605",1359462,0,10,10,2,20,225,"Europe"
"3606",1359469,0,5258.95,1881.14,333.99,1727.86,224,"Europe"
"3607",1359478,0,3.14,3.14,4,2.55,190,"Asia"
"3608",1359493,0,89,31.06,13.12,26.75,100,"Europe"
"3609",1359517,0,14.63,11,11,6,225,"Asia"
"3610",1359525,0,30.5,23,50,18.67,177,"Europe"
"3611",1359541,0,1161,474.67,9,451.33,226,"Europe"
"3612",1359545,0,47,47,27,47.5,228,"Asia"
"3613",1359547,0,1082.5,692,236,571.26,165,"Europe"
"3614",1359557,0,3477,777.08,45.56,770.75,65,"Europe"
"3615",1359574,0,837.5,264.67,115.33,264.92,77,"Asia"
"3616",1359580,0,1651.34,306.97,325.45,293.96,222,"Europe"
"3617",1359583,0,10210,4477.34,87.56,4456.59,147,"Europe"
"3618",1359586,0,1247,298.47,133.87,284.7,11,"Europe"
"3619",1359600,0,1.75,1.75,7,3,43,"Europe"
